,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
312,Thailand,-0.28,6.57,24.47,0.51,1.1,45.2,0.12,82397,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,18.0,0.0,cooler,24.4,75.9,24.4,75.9,24.8,76.7,25.3,77.5,23.62,0.12,23.62,Database 1
313,Thailand,-0.49,9.93,23.77,0.41,1.1,58.9,0.17,82398,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23.0,-2.0,cooler,24.7,76.5,24.7,76.5,25.1,77.2,25.5,77.9,33.46,0.17,33.46,Database 1
314,Thailand,0.0,5.0,25.4,0.56,1.1,56.9,0.12,82399,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24.0,-1.0,no change,24.7,76.5,24.7,76.5,25.1,77.1,25.5,77.8,23.62,0.12,23.62,Database 1
315,Thailand,-0.07,5.09,25.41,0.65,1.1,44.5,0.14,82400,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23.0,-1.0,no change,24.3,75.7,24.3,75.7,24.8,76.7,25.4,77.7,27.56,0.14,27.56,Database 1
316,Thailand,-0.88,21.26,22.67,0.31,1.1,55.8,0.13,82401,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34.0,0.0,no change,24.1,75.4,24.1,75.4,24.5,76.2,25.0,76.9,25.59,0.13,25.59,Database 1
317,Thailand,-0.32,7.15,24.49,0.55,1.1,45.1,0.13,82402,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31.0,0.0,no change,24.0,75.2,24.0,75.2,24.6,76.3,25.2,77.4,25.59,0.13,25.59,Database 1
318,Thailand,-0.08,5.13,25.32,0.63,1.1,40.2,0.14,82403,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24.0,0.0,cooler,24.5,76.1,24.5,76.1,25.0,77.0,25.5,77.9,27.56,0.14,27.56,Database 1
319,Thailand,-0.05,5.05,25.2,0.65,1.1,39.4,0.11,82404,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,-1.0,no change,24.3,75.7,24.3,75.7,24.7,76.5,25.2,77.3,21.65,0.11,21.65,Database 1
320,Thailand,-0.35,7.5,24.41,0.55,1.1,39.4,0.13,82405,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,-1.0,cooler,24.1,75.4,24.1,75.4,24.6,76.4,25.2,77.3,25.59,0.13,25.59,Database 1
321,Thailand,-0.26,6.44,24.47,0.56,1.1,38.6,0.11,82406,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35.0,-1.0,no change,24.0,75.2,24.0,75.2,24.6,76.3,25.2,77.3,21.65,0.11,21.65,Database 1
322,Thailand,-0.39,8.18,24.43,0.73,1.1,39.0,0.14,82407,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,0.0,no change,22.8,73.0,22.8,73.0,23.3,74.0,23.9,75.0,27.56,0.14,27.56,Database 1
323,Thailand,-0.61,12.83,23.47,0.51,1.1,37.7,0.12,82408,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31.0,0.0,no change,23.6,74.5,23.6,74.5,24.0,75.2,24.4,75.8,23.62,0.12,23.62,Database 1
324,Thailand,-0.31,7.0,24.31,0.56,1.1,36.6,0.11,82409,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30.0,0.0,no change,24.0,75.2,24.0,75.2,24.5,76.1,25.0,77.0,21.65,0.11,21.65,Database 1
325,Thailand,-0.61,12.75,23.33,0.41,1.1,36.4,0.11,82410,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22.0,0.0,no change,24.1,75.4,24.1,75.4,24.6,76.3,25.1,77.1,21.65,0.11,21.65,Database 1
326,Thailand,-0.77,17.46,22.72,0.41,1.1,36.5,0.1,82411,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,0.0,no change,23.6,74.5,23.6,74.5,24.0,75.2,24.4,75.8,19.69,0.1,19.69,Database 1
327,Thailand,-0.51,10.43,23.9,0.56,1.1,36.1,0.13,82412,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24.0,1.0,cooler,23.7,74.7,23.7,74.7,24.1,75.3,24.5,76.0,25.59,0.13,25.59,Database 1
328,Thailand,-0.29,6.76,24.31,0.63,1.1,35.5,0.1,82413,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24.0,0.0,cooler,23.5,74.3,23.5,74.3,24.0,75.2,24.5,76.0,19.69,0.1,19.69,Database 1
329,Thailand,-0.39,8.22,24.3,0.65,1.1,35.1,0.13,82414,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,61.0,-1.0,no change,23.5,74.3,23.5,74.3,23.9,75.0,24.3,75.7,25.59,0.13,25.59,Database 1
330,Thailand,-0.49,9.99,23.97,0.56,1.1,34.6,0.13,82415,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,19.0,0.0,no change,23.8,74.8,23.8,74.8,24.2,75.5,24.6,76.2,25.59,0.13,25.59,Database 1
331,Thailand,-0.64,13.71,23.57,0.51,1.1,33.6,0.14,82416,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,60.0,0.0,no change,23.8,74.8,23.8,74.8,24.2,75.5,24.6,76.2,27.56,0.14,27.56,Database 1
332,Thailand,-0.32,7.11,24.49,0.65,1.1,45.7,0.13,82417,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,20.0,0.0,cooler,23.6,74.5,23.6,74.5,23.9,75.0,24.1,75.5,25.59,0.13,25.59,Database 1
333,Thailand,-0.99,25.83,22.12,0.46,1.1,44.0,0.11,82418,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,0.0,no change,22.6,72.7,22.6,72.7,23.0,73.4,23.4,74.0,21.65,0.11,21.65,Database 1
334,Thailand,-0.86,20.64,22.8,0.56,1.1,45.5,0.13,82419,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37.0,-2.0,warmer,22.3,72.1,22.3,72.1,22.8,73.1,23.4,74.1,25.59,0.13,25.59,Database 1
335,Thailand,-0.91,22.35,22.54,0.45,1.1,43.5,0.12,82420,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,40.0,0.0,cooler,23.0,73.4,23.0,73.4,23.4,74.2,23.9,75.0,23.62,0.12,23.62,Database 1
336,Thailand,-0.63,13.23,23.53,0.56,1.1,44.9,0.15,82421,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,0.0,no change,23.3,73.9,23.3,73.9,23.7,74.7,24.2,75.5,29.53,0.15,29.53,Database 1
337,Thailand,-0.49,9.96,23.95,0.55,1.1,44.8,0.13,82422,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,21.0,0.0,no change,23.6,74.5,23.6,74.5,24.1,75.4,24.6,76.2,25.59,0.13,25.59,Database 1
338,Thailand,-0.78,17.84,23.0,0.46,1.1,45.6,0.13,82423,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32.0,0.0,no change,23.5,74.3,23.5,74.3,23.8,74.9,24.2,75.5,25.59,0.13,25.59,Database 1
339,Thailand,-0.67,14.48,23.22,0.56,1.1,36.1,0.11,82424,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33.0,0.0,no change,22.8,73.0,22.8,73.0,23.3,74.0,23.9,75.0,21.65,0.11,21.65,Database 1
340,Thailand,-0.11,5.27,25.56,0.99,1.1,36.0,0.13,82425,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,-1.0,warmer,22.2,72.0,22.2,72.0,22.7,72.8,23.2,73.7,25.59,0.13,25.59,Database 1
341,Thailand,-1.32,41.21,21.47,0.55,1.1,36.4,0.16,82426,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,-2.0,warmer,21.6,70.9,21.6,70.9,22.0,71.7,22.5,72.5,31.5,0.16,31.5,Database 1
342,Thailand,-1.42,46.43,20.91,0.41,1.1,36.8,0.11,82427,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30.0,-2.0,no change,21.9,71.4,21.9,71.4,22.3,72.1,22.7,72.8,21.65,0.11,21.65,Database 1
343,Thailand,-0.84,19.88,22.7,0.56,1.1,36.4,0.11,82428,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23.0,-1.0,no change,22.2,72.0,22.2,72.0,22.8,73.0,23.4,74.1,21.65,0.11,21.65,Database 1
344,Thailand,-0.92,22.9,22.06,0.56,1.1,68.4,0.11,82429,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37.0,0.0,no change,21.6,70.9,21.6,70.9,21.9,71.4,22.1,71.9,21.65,0.11,21.65,Database 1
345,Thailand,-2.04,78.74,19.42,0.29,1.1,67.8,0.13,82430,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,19.0,-1.0,no change,21.0,69.8,21.0,69.8,21.5,70.7,22.0,71.6,25.59,0.13,25.59,Database 1
346,Thailand,-1.69,61.02,20.25,0.46,1.1,67.6,0.16,82431,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33.0,0.0,no change,20.8,69.4,20.8,69.4,21.2,70.2,21.7,71.0,31.5,0.16,31.5,Database 1
347,Thailand,-1.11,31.05,21.79,0.65,1.1,67.2,0.15,82432,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,-1.0,no change,20.6,69.1,20.6,69.1,21.1,70.0,21.6,70.9,29.53,0.15,29.53,Database 1
348,Thailand,-1.98,75.74,19.24,0.34,1.1,68.0,0.11,82433,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32.0,0.0,no change,20.6,69.1,20.6,69.1,21.0,69.8,21.4,70.4,21.65,0.11,21.65,Database 1
349,Thailand,-1.37,43.8,20.96,0.58,1.1,68.4,0.17,82434,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,-1.0,no change,20.8,69.4,20.8,69.4,21.1,69.9,21.4,70.4,33.46,0.17,33.46,Database 1
350,Thailand,-1.11,30.97,21.73,0.6,1.1,68.0,0.13,82435,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,-2.0,no change,20.9,69.6,20.9,69.6,21.3,70.3,21.7,71.0,25.59,0.13,25.59,Database 1
351,Thailand,-1.48,49.91,20.68,0.55,1.1,67.7,0.19,82436,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22.0,-2.0,warmer,20.9,69.6,20.9,69.6,21.3,70.3,21.7,71.0,37.4,0.19,37.4,Database 1
352,Thailand,-1.46,48.53,20.54,0.43,1.1,67.6,0.11,82437,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31.0,0.0,no change,21.1,70.0,21.1,70.0,21.5,70.7,21.9,71.3,21.65,0.11,21.65,Database 1
353,Thailand,-1.11,31.06,21.68,0.51,1.1,66.8,0.12,82438,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,46.0,-1.0,no change,21.5,70.7,21.5,70.7,21.9,71.4,22.3,72.1,23.62,0.12,23.62,Database 1
354,Thailand,-0.96,24.5,21.94,0.56,1.1,67.1,0.11,82439,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,-2.0,warmer,21.5,70.7,21.5,70.7,21.8,71.2,22.0,71.7,21.65,0.11,21.65,Database 1
355,Thailand,-0.43,8.91,23.97,0.8,1.1,66.9,0.12,82440,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,-2.0,no change,21.6,70.9,21.6,70.9,21.9,71.4,22.1,71.9,23.62,0.12,23.62,Database 1
356,Thailand,-1.1,30.62,21.53,0.46,1.1,66.2,0.1,82441,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22.0,0.0,warmer,21.8,71.2,21.8,71.2,22.2,71.9,22.6,72.6,19.69,0.1,19.69,Database 1
357,Thailand,-1.08,29.64,21.91,0.56,1.1,66.4,0.17,82442,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24.0,0.0,no change,21.8,71.2,21.8,71.2,22.2,71.9,22.6,72.6,33.46,0.17,33.46,Database 1
358,Thailand,-0.41,8.48,24.07,0.81,1.1,67.4,0.12,82443,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,0.0,no change,21.6,70.9,21.6,70.9,21.9,71.4,22.1,71.9,23.62,0.12,23.62,Database 1
359,Thailand,-1.01,26.47,21.94,0.46,1.1,69.8,0.12,82444,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,-1.0,no change,22.4,72.3,22.4,72.3,22.6,72.6,22.7,72.9,23.62,0.12,23.62,Database 1
360,Thailand,-0.07,5.1,25.17,0.75,1.1,69.4,0.1,82445,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,-1.0,no change,22.8,73.0,22.8,73.0,23.2,73.7,23.6,74.4,19.69,0.1,19.69,Database 1
361,Thailand,-0.49,10.1,23.68,0.55,1.1,69.3,0.12,82446,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31.0,0.0,no change,23.1,73.6,23.1,73.6,23.4,74.2,23.8,74.8,23.62,0.12,23.62,Database 1
362,Thailand,-0.52,10.58,23.28,0.5,1.1,69.4,0.1,82447,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33.0,-1.0,no change,23.1,73.6,23.1,73.6,23.4,74.2,23.7,74.7,19.69,0.1,19.69,Database 1
363,Thailand,-0.77,17.46,22.54,0.43,1.1,69.7,0.11,82448,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30.0,1.0,cooler,23.1,73.6,23.1,73.6,23.4,74.1,23.6,74.6,21.65,0.11,21.65,Database 1
364,Thailand,-0.24,6.2,24.66,0.67,1.1,69.4,0.12,82449,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,1.0,no change,23.1,73.6,23.1,73.6,23.4,74.1,23.6,74.6,23.62,0.12,23.62,Database 1
365,Thailand,-0.67,14.45,23.2,0.55,1.1,68.5,0.15,82450,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,0.0,no change,23.0,73.4,23.0,73.4,23.2,73.8,23.4,74.2,29.53,0.15,29.53,Database 1
366,Thailand,-0.83,19.37,22.47,0.63,1.1,68.0,0.25,82451,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,-2.0,cooler,22.6,72.7,22.6,72.7,22.8,73.1,23.1,73.5,49.21,0.25,49.21,Database 1
367,Thailand,-0.25,6.25,24.74,0.79,1.1,68.8,0.12,82452,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,-2.0,warmer,22.2,72.0,22.2,72.0,22.6,72.6,23.0,73.3,23.62,0.12,23.62,Database 1
368,Thailand,-0.86,20.61,22.65,0.56,1.1,69.2,0.14,82453,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,20.0,-2.0,warmer,22.0,71.6,22.0,71.6,22.5,72.5,23.0,73.4,27.56,0.14,27.56,Database 1
369,Thailand,-0.64,13.63,22.98,0.56,1.1,69.1,0.11,82454,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,-1.0,no change,22.5,72.5,22.5,72.5,22.8,73.0,23.0,73.5,21.65,0.11,21.65,Database 1
370,Thailand,-0.43,8.9,24.08,0.7,1.1,71.1,0.15,82455,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23.0,0.0,no change,22.5,72.5,22.5,72.5,22.8,73.0,23.0,73.5,29.53,0.15,29.53,Database 1
371,Thailand,-1.04,27.73,21.88,0.57,1.1,71.9,0.23,82456,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22.0,-1.0,no change,22.3,72.1,22.3,72.1,22.6,72.6,22.9,73.2,45.28,0.23,45.28,Database 1
372,Thailand,-0.61,12.74,23.07,0.56,1.1,71.7,0.11,82457,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35.0,1.0,cooler,22.6,72.7,22.6,72.7,22.8,73.1,23.0,73.5,21.65,0.11,21.65,Database 1
373,Thailand,-0.31,7.03,24.48,0.67,1.1,72.2,0.13,82458,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,-1.0,no change,23.0,73.4,23.0,73.4,23.2,73.7,23.3,74.0,25.59,0.13,25.59,Database 1
374,Thailand,-0.69,14.97,22.94,0.45,1.1,72.8,0.12,82459,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,52.0,-0.0,no change,23.2,73.8,23.2,73.8,23.5,74.2,23.7,74.7,23.62,0.12,23.62,Database 1
375,Thailand,-0.22,6.05,24.4,0.56,1.1,71.9,0.1,82460,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35.0,1.0,cooler,23.5,74.3,23.5,74.3,23.9,75.0,24.3,75.7,19.69,0.1,19.69,Database 1
