,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,PMV,PPD,SET,Clo,Met
72494,22.9,73.7,0.02,18.5,0.0,0.6,12.0,28.8,1.02,1.3
72495,23.3,72.5,0.02,18.5,0.0,0.1,5.0,25.64,0.74,1.2
72496,23.3,72.3,0.03,18.5,0.0,0.1,5.0,25.85,0.84,1.1
72497,22.7,79.8,0.05,18.5,0.0,0.3,7.0,27.02,0.99,1.1
72498,23.1,78.3,0.02,18.5,0.0,0.1,5.0,25.71,0.88,1.0
72499,23.1,78.3,0.02,18.5,0.0,0.5,11.0,28.13,0.59,1.6
72500,23.1,78.3,0.02,18.5,0.0,-0.2,6.0,24.41,0.63,1.1
72502,22.3,78.7,0.02,18.5,0.0,-0.4,9.0,23.5,0.66,1.1
72503,21.8,79.8,0.01,18.5,0.0,-0.9,21.0,22.02,0.53,1.1
72504,21.4,82.7,0.03,18.5,0.0,0.1,5.0,25.95,0.7,1.4
72505,21.2,83.0,0.01,18.5,0.0,0.2,6.0,26.84,0.8,1.4
72506,21.0,83.1,0.02,18.5,0.0,0.6,12.0,29.53,0.87,1.7
72507,20.9,84.0,0.02,18.5,0.0,-0.7,16.0,22.62,0.83,1.0
72508,20.8,84.0,0.02,18.5,0.0,-0.4,8.0,23.85,0.87,1.1
72509,20.8,83.9,0.02,18.5,0.0,-0.3,7.0,24.2,0.7,1.3
72511,20.3,84.6,0.06,18.5,0.0,-0.7,15.0,22.43,0.76,1.1
72512,19.9,85.2,0.02,18.5,0.0,0.0,5.0,25.82,0.84,1.4
72513,20.6,83.5,0.02,18.5,0.0,0.4,8.0,28.31,1.04,1.4
72514,20.5,83.5,0.02,18.5,0.0,-0.4,8.0,23.84,0.92,1.1
72515,20.7,83.1,0.03,18.5,0.0,-0.3,7.0,24.18,0.92,1.1
72516,20.6,84.0,0.01,18.5,0.0,-0.6,12.0,22.95,0.8,1.1
72517,20.9,82.9,0.02,18.5,0.0,0.1,5.0,26.58,0.91,1.3
72518,20.8,82.9,0.02,18.5,0.0,0.0,5.0,25.73,0.66,1.5
72519,22.0,76.9,0.01,18.5,0.0,-0.9,21.0,22.3,0.64,1.0
72521,21.7,78.8,0.0,18.5,0.0,-1.0,26.0,21.56,0.52,1.1
72522,21.8,78.3,0.01,18.5,0.0,-0.4,8.0,23.69,0.74,1.1
72523,21.9,78.3,0.01,18.5,0.0,-0.6,12.0,22.91,0.67,1.1
72525,21.9,78.6,0.01,18.5,0.0,0.4,8.0,27.51,0.68,1.6
72526,21.8,80.3,0.0,18.5,0.0,0.5,10.0,28.55,0.67,1.7
72527,21.9,79.7,0.01,18.5,0.0,-0.8,19.0,22.07,0.55,1.1
72529,21.4,81.3,0.0,18.5,0.0,-0.7,16.0,22.26,0.49,1.3
72530,21.5,81.1,0.01,18.5,0.0,-0.9,24.0,21.74,0.55,1.1
72531,21.4,81.2,0.02,18.5,0.0,-0.6,13.0,22.6,0.7,1.1
72533,21.5,81.0,0.01,18.5,0.0,-0.8,17.0,22.05,0.46,1.3
72535,21.6,80.7,0.0,18.5,0.0,0.0,5.0,25.61,0.64,1.4
72536,21.8,80.5,0.0,18.5,0.0,0.0,5.0,25.51,0.67,1.4
72538,21.1,81.9,0.07,18.5,0.0,-0.8,19.0,22.09,0.64,1.1
72540,21.0,82.5,0.02,18.5,0.0,-0.9,21.0,21.81,0.64,1.1
72541,21.0,82.3,0.01,18.5,0.0,-0.9,21.0,21.89,0.64,1.1
72542,21.0,82.8,0.0,18.5,0.0,-0.7,16.0,22.31,0.7,1.1
72543,21.0,82.7,0.0,18.5,0.0,0.2,6.0,27.04,0.82,1.4
72544,21.4,82.6,0.0,18.5,0.0,0.4,8.0,28.14,0.92,1.4
72545,22.1,80.2,0.0,18.5,0.0,-0.2,6.0,24.62,0.82,1.1
72546,22.0,80.4,0.0,18.5,0.0,-0.5,11.0,23.03,0.64,1.1
72547,22.1,79.8,0.05,18.5,0.0,1.0,27.0,32.58,0.97,1.9
72548,22.1,79.5,0.01,18.5,0.0,0.3,7.0,27.03,0.88,1.3
72549,22.2,79.7,0.03,18.5,0.0,-0.5,10.0,23.31,0.64,1.1
72550,21.9,79.7,0.02,18.5,0.0,-0.6,13.0,22.62,0.64,1.1
72552,21.8,79.8,0.0,18.5,0.0,0.0,5.0,25.25,0.58,1.4
72553,22.1,80.0,0.0,18.5,0.0,-0.7,16.0,22.7,0.67,1.0
72554,22.2,79.6,0.03,18.5,0.0,-0.4,8.0,23.74,0.82,1.0
72555,22.3,79.7,0.0,18.5,0.0,-0.3,6.0,24.47,0.79,1.0
72556,22.4,79.9,0.0,18.5,0.0,1.0,25.0,32.4,1.04,1.7
72557,22.5,80.8,0.0,18.5,0.0,0.1,5.0,25.91,0.55,1.4
72558,22.6,80.5,0.02,18.5,0.0,0.2,6.0,26.57,0.82,1.2
72560,22.9,79.7,0.01,18.5,0.0,-0.6,12.0,23.11,0.64,1.0
72561,21.4,79.3,0.02,18.5,0.0,-0.4,9.0,23.43,0.82,1.1
72562,21.7,80.6,0.06,18.5,0.0,0.0,5.0,25.63,1.0,1.1
72563,22.1,79.2,0.01,18.5,0.0,0.0,5.0,25.52,1.04,1.0
72564,20.6,81.0,0.01,18.5,0.0,-1.4,47.0,20.38,0.48,1.1
72565,20.9,80.7,0.0,18.5,0.0,-1.5,52.0,20.55,0.55,1.0
72568,21.4,78.5,0.04,18.5,0.0,-1.3,39.0,20.8,0.47,1.1
72569,21.3,78.0,0.02,18.5,0.0,-0.4,8.0,23.87,0.97,1.0
72570,21.3,79.2,0.04,18.5,0.0,-0.8,17.0,22.25,0.64,1.1
72571,21.2,80.1,0.01,18.5,0.0,-0.7,14.0,22.81,0.84,1.0
72572,21.4,79.6,0.03,18.5,0.0,-0.3,7.0,24.4,0.97,1.0
72573,21.2,80.5,0.01,18.5,0.0,-1.0,27.0,21.87,0.67,1.0
72574,21.3,80.1,0.03,18.5,0.0,0.0,5.0,25.67,0.92,1.2
72575,21.3,79.5,0.03,18.5,0.0,0.0,5.0,25.86,0.88,1.3
72576,21.2,79.9,0.02,18.5,0.0,0.4,8.0,28.14,0.92,1.5
72578,21.7,79.6,0.02,18.5,0.0,0.2,6.0,26.95,0.84,1.3
72579,21.9,79.2,0.01,18.5,0.0,-0.2,6.0,24.32,0.83,1.1
72580,21.9,78.9,0.02,18.5,0.0,-0.2,6.0,24.47,0.84,1.1
72581,22.1,78.5,0.02,18.5,0.0,0.2,6.0,26.35,0.85,1.3
72582,22.0,78.9,0.02,18.5,0.0,0.0,5.0,25.21,0.92,1.1
72583,21.9,80.0,0.02,18.5,0.0,0.4,8.0,27.53,0.52,1.7
72584,20.0,79.0,0.03,18.5,0.0,0.2,6.0,27.01,0.74,1.5
72585,22.4,78.9,0.03,18.5,0.0,0.9,21.0,31.37,0.92,1.7
72586,22.7,77.4,0.03,18.5,0.0,0.1,5.0,25.72,0.92,1.1
72587,23.1,77.0,0.01,18.5,0.0,0.3,6.0,26.64,0.92,1.1
72589,23.5,74.2,0.01,18.5,0.0,-0.1,5.0,24.57,0.68,1.1
72590,23.4,74.2,0.02,18.5,0.0,0.3,7.0,26.88,0.97,1.1
72591,23.8,73.5,0.01,18.5,0.0,0.3,6.0,26.52,0.74,1.3
72592,23.7,73.3,0.01,18.5,0.0,0.6,13.0,28.72,1.0,1.3
72593,23.8,73.6,0.01,18.5,0.0,-0.2,6.0,24.27,0.69,1.1
72594,23.5,73.6,0.02,18.5,0.0,0.3,7.0,26.93,0.84,1.3
72596,23.0,74.8,0.04,18.5,0.0,-0.3,7.0,23.83,0.69,1.1
72597,23.7,72.5,0.02,18.5,0.0,0.5,10.0,27.94,0.92,1.3
72598,23.2,73.4,0.04,18.5,0.0,0.1,5.0,25.48,0.69,1.3
72599,23.1,74.0,0.04,18.5,0.0,0.4,8.0,27.27,0.87,1.3
72600,23.3,73.6,0.03,18.5,0.0,0.4,8.0,27.5,0.74,1.4
72601,23.5,73.9,0.04,18.5,0.0,-0.3,7.0,23.75,0.63,1.1
72602,23.4,73.8,0.03,18.5,0.0,0.2,6.0,26.15,0.69,1.3
72603,22.2,81.3,0.01,18.5,0.0,-0.3,7.0,23.81,0.7,1.1
72604,22.2,80.8,0.03,18.5,0.0,0.1,5.0,25.88,0.74,1.3
72606,20.9,81.7,0.15,18.5,0.0,0.0,5.0,26.58,0.99,1.3
72607,20.7,83.5,0.01,18.5,0.0,0.2,6.0,26.99,1.03,1.3
72608,21.2,82.4,0.01,18.5,0.0,-0.3,6.0,24.29,0.7,1.3
72609,20.8,80.0,0.02,18.5,0.0,-0.3,7.0,24.04,0.92,1.1
72610,20.6,80.8,0.03,18.5,0.0,-0.4,8.0,23.55,0.74,1.3
72611,20.9,84.3,0.09,18.5,0.0,-1.1,29.0,21.7,0.68,1.0
72612,20.9,84.5,0.12,18.5,0.0,-0.4,8.0,23.98,0.68,1.3
72613,20.5,84.9,0.06,18.5,0.0,-0.6,11.0,22.95,0.83,1.1
72614,20.5,84.9,0.05,18.5,0.0,-0.4,8.0,23.82,0.74,1.3
72616,19.5,88.8,0.17,18.5,0.0,-1.3,40.0,20.6,0.52,1.3
72620,20.5,85.1,0.02,18.5,0.0,-1.0,24.0,21.65,0.64,1.1
72621,20.8,84.2,0.04,18.5,0.0,-0.2,6.0,24.87,0.72,1.2
72622,21.5,84.7,0.02,18.5,0.0,-0.5,10.0,23.27,0.7,1.1
72623,21.5,84.7,0.02,18.5,0.0,0.7,14.0,29.97,1.29,1.3
72624,21.8,83.2,0.03,18.5,0.0,-1.1,32.0,21.68,0.55,1.0
72625,22.0,80.6,0.04,18.5,0.0,0.8,17.0,30.54,1.19,1.4
72627,21.7,82.6,0.01,18.5,0.0,-0.2,6.0,24.41,0.83,1.1
72628,21.3,85.4,0.01,18.5,0.0,-0.6,11.0,22.98,0.7,1.1
72630,21.6,85.1,0.02,18.5,0.0,0.4,8.0,27.93,0.68,1.6
72631,21.7,84.8,0.03,18.5,0.0,-0.4,8.0,23.8,0.59,1.3
72632,22.0,84.2,0.03,18.5,0.0,-0.7,17.0,22.12,0.49,1.2
72633,22.2,80.1,0.01,18.5,0.0,-1.3,41.0,21.06,0.5,1.0
72634,22.0,80.4,0.02,18.5,0.0,0.0,5.0,25.47,0.76,1.3
72637,20.6,86.3,0.05,18.5,0.0,-1.6,54.0,20.47,0.55,1.0
72638,20.7,86.0,0.03,18.5,0.0,-0.4,9.0,23.47,0.64,1.3
72639,20.9,85.8,0.01,18.5,0.0,0.1,5.0,26.21,0.92,1.3
72640,20.5,86.0,0.01,18.5,0.0,-1.2,34.0,21.11,0.55,1.1
72643,21.2,81.4,0.0,18.5,0.0,-0.7,16.0,22.39,0.65,1.1
72644,21.2,81.3,0.01,18.5,0.0,-0.6,12.0,22.97,0.55,1.3
72645,20.5,82.3,0.02,18.5,0.0,0.0,5.0,25.82,0.75,1.4
72646,21.1,81.1,0.03,18.5,0.0,-0.6,12.0,23.03,0.7,1.1
72648,21.3,80.8,0.01,18.5,0.0,-0.6,12.0,23.0,0.7,1.1
72650,21.3,81.0,0.02,18.5,0.0,-0.6,13.0,22.85,0.67,1.1
72651,21.3,81.3,0.02,18.5,0.0,-0.6,12.0,22.94,0.7,1.1
72652,21.3,80.9,0.07,18.5,0.0,-0.3,7.0,24.05,0.64,1.3
72654,21.8,79.6,0.04,18.5,0.0,0.1,5.0,26.28,0.69,1.4
72655,21.9,79.4,0.02,18.5,0.0,-0.9,21.0,22.31,0.64,1.0
72656,22.0,79.1,0.01,18.5,0.0,-0.5,11.0,23.11,0.64,1.1
72657,22.1,78.4,0.01,18.5,0.0,0.2,6.0,26.29,0.64,1.4
72658,22.2,78.5,0.11,18.5,0.0,-0.6,13.0,23.46,0.58,1.0
72660,22.4,76.7,0.0,18.5,0.0,-0.3,7.0,24.08,0.7,1.1
72662,22.3,78.0,0.01,18.5,0.0,0.5,11.0,28.58,0.7,1.6
72663,21.6,81.3,0.0,18.5,0.0,-0.5,10.0,23.18,0.7,1.1
72664,21.9,80.8,0.0,18.5,0.0,-0.4,9.0,23.46,0.74,1.1
72665,21.8,79.2,0.05,18.5,0.0,0.3,6.0,27.0,0.86,1.3
72666,22.9,76.4,0.0,18.5,0.0,0.3,6.0,26.65,0.82,1.1
72667,24.0,73.4,0.0,18.5,0.0,0.9,21.0,29.97,0.64,1.6
72668,24.5,71.4,0.0,18.5,0.0,0.3,6.0,26.17,0.58,1.1
72669,23.2,59.8,0.0,18.5,0.0,0.7,16.0,29.37,1.0,1.4
72670,23.3,63.3,0.01,18.5,0.0,-0.3,6.0,24.16,0.62,1.1
72671,23.4,75.8,0.04,18.5,0.0,0.3,7.0,26.82,0.86,1.1
72672,23.3,76.1,0.0,18.5,0.0,-0.1,5.0,24.85,0.64,1.1
72673,23.5,75.2,0.03,18.5,0.0,-0.3,7.0,23.84,0.52,1.1
72674,23.5,75.2,0.04,18.5,0.0,0.1,5.0,25.72,0.74,1.1
72675,22.5,78.9,0.0,18.5,0.0,0.6,13.0,29.0,0.64,1.7
72676,20.4,86.3,0.01,18.5,0.0,-0.7,14.0,22.89,0.67,1.1
72677,21.5,83.1,0.01,18.5,0.0,-0.3,6.0,24.37,0.76,1.1
72678,22.8,77.2,0.04,18.5,0.0,0.1,5.0,25.98,0.78,1.2
72679,22.8,76.8,0.03,18.5,0.0,-0.5,10.0,23.24,0.57,1.1
72680,22.8,77.6,0.05,18.5,0.0,0.1,5.0,25.6,0.84,1.1
72681,22.9,77.7,0.01,18.5,0.0,0.7,15.0,29.61,0.92,1.4
72682,22.7,78.3,0.02,18.5,0.0,0.0,5.0,25.52,0.84,1.1
72683,23.1,70.0,0.01,18.5,0.0,-0.4,9.0,23.67,0.73,1.0
72684,23.0,69.5,0.01,18.5,0.0,0.0,5.0,25.37,0.83,1.1
72685,23.1,74.0,0.02,18.5,0.0,0.2,6.0,26.36,0.94,1.1
72686,23.5,69.0,0.01,18.5,0.0,0.4,9.0,27.36,0.84,1.2
72689,24.4,72.0,0.01,18.5,0.0,0.6,12.0,27.99,0.86,1.2
72690,24.0,73.8,0.01,18.5,0.0,0.4,9.0,27.31,0.84,1.2
72691,24.1,74.0,0.02,18.5,0.0,0.3,7.0,26.59,0.84,1.1
72692,21.4,81.0,0.01,18.5,0.0,0.0,5.0,25.41,0.71,1.3
72693,22.2,79.0,0.02,18.5,0.0,-0.1,5.0,25.12,0.66,1.3
72694,22.9,75.7,0.03,18.5,0.0,-0.3,7.0,24.09,0.66,1.1
72695,22.8,76.6,0.04,18.5,0.0,-0.2,6.0,24.55,0.7,1.1
72696,22.9,75.3,0.01,18.5,0.0,-0.3,7.0,23.81,0.62,1.1
72698,23.1,75.8,0.01,18.5,0.0,-0.2,6.0,24.45,0.53,1.3
72701,22.9,76.2,0.01,18.5,0.0,-0.1,5.0,24.79,0.7,1.1
72702,23.7,75.7,0.06,18.5,0.0,-0.4,8.0,23.38,0.6,1.1
72703,23.2,75.0,0.03,18.5,0.0,0.6,11.0,28.28,1.12,1.1
72704,23.1,75.4,0.04,18.5,0.0,-0.1,5.0,24.78,0.7,1.1
72706,23.1,75.7,0.01,18.5,0.0,-0.3,7.0,23.9,0.63,1.1
72707,23.4,75.7,0.01,18.5,0.0,-0.3,7.0,23.93,0.59,1.1
72708,23.5,75.2,0.01,18.5,0.0,-0.1,5.0,24.56,0.7,1.1
72709,23.5,75.2,0.01,18.5,0.0,-0.1,5.0,24.87,0.59,1.2
72710,23.6,74.8,0.02,18.5,0.0,0.1,5.0,25.83,0.77,1.1
72711,23.6,74.2,0.02,18.5,0.0,0.2,6.0,26.31,0.83,1.1
72712,23.5,74.4,0.01,18.5,0.0,0.6,12.0,28.59,0.77,1.4
72713,23.4,75.3,0.02,18.5,0.0,-0.2,6.0,24.16,0.59,1.1
72714,23.6,74.3,0.01,18.5,0.0,-0.2,6.0,24.23,0.59,1.1
72717,16.2,40.6,0.05,8.5,0.0,-0.7,16.0,22.87,1.47,1.1
72718,17.0,38.1,0.06,8.5,0.0,-0.7,14.0,23.14,1.43,1.1
72719,17.5,37.5,0.05,8.5,0.0,0.0,5.0,26.9,1.97,1.1
72720,17.7,36.6,0.07,8.5,0.0,-0.1,5.0,26.31,1.87,1.1
72721,21.3,32.9,0.05,8.5,0.0,0.3,7.0,27.62,1.79,1.1
72722,19.8,35.3,0.03,8.5,0.0,0.0,5.0,26.51,1.68,1.1
72723,19.7,37.1,0.04,8.5,0.0,0.5,11.0,29.57,1.44,1.6
72724,19.9,36.0,0.09,8.5,0.0,0.3,7.0,28.23,1.91,1.1
72725,19.6,35.3,0.07,8.5,0.0,0.3,6.0,27.8,1.64,1.2
72726,21.2,32.0,0.11,8.5,0.0,-0.1,5.0,25.69,1.46,1.1
72727,19.0,33.7,0.07,8.5,0.0,-0.2,6.0,24.79,1.38,1.4
72728,17.4,36.3,0.09,8.5,0.0,-0.4,8.0,24.48,1.8,1.1
72730,16.9,38.0,0.06,8.5,0.0,-0.2,6.0,25.38,1.78,1.1
72731,17.1,37.2,0.06,8.5,0.0,0.0,5.0,26.84,1.91,1.1
72733,17.3,32.4,0.13,8.5,0.0,0.1,5.0,28.09,1.81,1.3
72736,19.0,36.3,0.05,8.5,0.0,0.3,7.0,28.19,1.5,1.4
72737,19.7,34.4,0.04,8.5,0.0,0.0,5.0,26.64,1.77,1.0
72738,22.3,30.3,0.06,8.5,0.0,0.4,9.0,28.21,1.75,1.1
72741,22.9,31.0,0.05,8.5,0.0,0.2,6.0,26.62,1.55,1.1
72742,22.7,32.1,0.09,8.5,0.0,0.7,17.0,30.57,1.84,1.2
72743,22.6,31.1,0.05,8.5,0.0,0.7,14.0,29.45,1.5,1.3
72745,24.4,28.3,0.06,8.5,0.0,0.6,14.0,29.29,1.78,1.1
72746,23.1,28.4,0.04,8.5,0.0,0.2,6.0,26.54,1.16,1.1
72747,22.6,29.4,0.05,8.5,0.0,0.1,5.0,26.1,1.2,1.1
72748,22.0,28.8,0.05,8.5,0.0,0.5,11.0,28.76,1.75,1.1
72749,21.7,25.7,0.13,8.5,0.0,0.5,10.0,29.1,1.61,1.3
72750,21.2,28.4,0.12,8.5,0.0,0.5,11.0,29.56,1.4,1.6
72751,21.6,31.4,0.12,8.5,0.0,0.5,10.0,29.16,1.43,1.4
72752,23.1,26.2,0.11,8.5,0.0,0.4,8.0,27.98,1.64,1.1
72753,22.3,29.1,0.06,8.5,0.0,0.6,12.0,29.08,1.51,1.3
72754,22.4,29.1,0.05,8.5,0.0,0.9,22.0,31.51,1.52,1.6
72758,20.0,26.1,0.07,8.5,0.0,-0.6,12.0,23.41,1.14,1.1
72760,21.7,25.7,0.06,8.5,0.0,-0.2,6.0,24.89,1.44,1.1
72762,19.6,29.8,0.03,8.5,0.0,0.4,8.0,28.86,2.05,1.2
72763,19.7,29.1,0.05,8.5,0.0,0.3,7.0,28.37,1.76,1.2
72764,21.9,31.8,0.08,8.5,0.0,0.5,11.0,29.65,1.82,1.3
72765,23.1,30.3,0.06,8.5,0.0,0.4,8.0,27.42,1.45,1.1
72766,23.7,28.9,0.07,8.5,0.0,1.1,32.0,32.36,1.75,1.3
72768,25.5,26.2,0.08,8.5,0.0,1.1,31.0,31.8,1.32,1.6
72769,25.1,26.8,0.05,8.5,0.0,1.1,30.0,31.93,1.4,1.6
72770,25.0,31.2,0.07,8.5,0.0,0.8,19.0,30.02,1.75,1.1
72771,25.2,30.4,0.05,8.5,0.0,0.4,9.0,26.94,1.09,1.1
72774,25.0,30.6,0.06,8.5,0.0,1.0,25.0,31.44,1.37,1.6
72775,26.4,24.1,0.1,8.5,0.0,1.4,43.0,34.43,1.8,1.6
72776,25.5,24.8,0.1,8.5,0.0,0.6,12.0,28.24,1.44,1.0
72777,23.4,30.2,0.03,8.5,0.0,0.7,15.0,29.03,1.1,1.4
72778,24.6,24.6,0.06,8.5,0.0,1.1,32.0,31.43,1.87,1.1
72779,24.5,24.6,0.05,8.5,0.0,0.9,23.0,29.89,1.59,1.1
72780,23.2,23.0,0.04,8.5,0.0,0.8,18.0,30.72,1.69,1.4
72781,19.9,27.1,0.09,8.5,0.0,0.5,10.0,29.65,1.81,1.4
72782,21.7,25.5,0.12,8.5,0.0,0.0,5.0,26.49,1.79,1.1
72783,19.7,26.9,0.05,8.5,0.0,0.5,10.0,29.58,1.78,1.4
72784,18.3,30.2,0.07,8.5,0.0,0.4,8.0,28.64,1.44,1.4
72786,20.6,34.3,0.07,8.5,0.0,0.4,9.0,28.66,1.71,1.2
72787,16.8,41.6,0.01,8.5,0.0,0.3,7.0,29.05,2.1,1.1
72788,18.3,33.8,0.03,8.5,0.0,-0.3,7.0,24.86,1.74,1.1
72790,17.5,37.2,0.02,8.5,0.0,0.3,6.0,28.46,2.1,1.1
72793,18.9,38.1,0.02,8.5,0.0,0.5,11.0,30.25,2.06,1.3
72795,18.8,36.8,0.01,8.5,0.0,0.0,5.0,26.64,1.68,1.1
72796,18.7,37.5,0.01,8.5,0.0,0.5,10.0,29.64,1.71,1.4
72797,18.7,37.7,0.03,8.5,0.0,0.0,5.0,26.2,1.6,1.1
72798,19.1,42.4,0.02,8.5,0.0,0.0,5.0,26.06,1.5,1.1
72799,20.1,39.8,0.03,8.5,0.0,0.5,10.0,29.15,1.99,1.1
72800,20.6,37.4,0.01,8.5,0.0,0.8,19.0,31.78,1.75,1.5
72802,21.5,37.9,0.01,8.5,0.0,0.7,16.0,30.63,1.5,1.5
72803,21.5,35.4,0.01,8.5,0.0,1.0,27.0,33.56,2.24,1.4
72804,18.5,36.4,0.01,8.5,0.0,-0.6,12.0,23.46,1.29,1.1
72806,18.4,35.9,0.02,8.5,0.0,-0.5,11.0,23.74,1.3,1.1
72807,18.2,34.7,0.02,8.5,0.0,0.4,9.0,29.44,1.78,1.4
72808,18.8,38.1,0.0,8.5,0.0,0.4,8.0,29.06,1.68,1.4
72809,19.0,37.8,0.01,8.5,0.0,0.3,7.0,28.44,2.04,1.1
72810,18.9,37.2,0.02,8.5,0.0,0.3,7.0,28.51,1.75,1.3
72811,19.2,39.9,0.02,8.5,0.0,0.3,7.0,27.98,1.26,1.5
72814,21.2,25.3,0.06,8.5,0.0,0.2,6.0,27.3,1.41,1.4
72815,19.7,31.0,0.01,8.5,0.0,0.5,10.0,29.66,1.72,1.4
72816,19.8,31.6,0.02,8.5,0.0,0.6,11.0,29.85,1.69,1.4
72817,20.3,29.2,0.04,8.5,0.0,0.2,6.0,27.32,1.68,1.1
72818,20.3,32.9,0.02,8.5,0.0,0.6,12.0,29.71,1.69,1.3
72819,19.9,28.4,0.01,8.5,0.0,0.5,10.0,29.34,1.7,1.4
72820,18.6,32.1,0.02,8.5,0.0,0.3,7.0,28.26,1.48,1.5
72821,18.8,28.0,0.02,8.5,0.0,0.6,12.0,30.41,1.82,1.5
72823,18.8,32.6,0.01,8.5,0.0,0.3,7.0,28.3,1.5,1.4
72824,19.1,31.3,0.02,8.5,0.0,0.4,8.0,28.63,1.64,1.3
72826,20.1,31.1,0.02,8.5,0.0,0.7,16.0,31.28,1.75,1.6
72827,19.1,25.5,0.01,8.5,0.0,0.6,13.0,30.65,1.93,1.4
72828,19.3,25.4,0.01,8.5,0.0,0.4,8.0,28.68,1.72,1.3
72829,20.0,25.5,0.01,8.5,0.0,0.9,24.0,33.21,2.04,1.6
72830,19.1,26.3,0.02,8.5,0.0,0.5,11.0,29.91,1.69,1.5
72831,20.4,25.3,0.01,8.5,0.0,0.6,12.0,29.46,1.39,1.6
72833,20.5,25.6,0.02,8.5,0.0,0.4,9.0,28.86,1.71,1.3
72834,20.4,27.8,0.02,8.5,0.0,0.8,19.0,32.09,2.08,1.4
72835,20.7,27.9,0.03,8.5,0.0,0.6,12.0,29.76,2.13,1.1
72836,20.8,27.7,0.0,8.5,0.0,0.3,7.0,28.02,1.73,1.1
72837,20.8,26.4,0.01,8.5,0.0,0.7,14.0,30.38,2.06,1.2
72839,20.9,28.1,0.01,8.5,0.0,0.4,8.0,28.02,1.68,1.1
72840,19.4,38.2,0.03,8.5,0.0,-0.2,6.0,24.99,1.44,1.1
72841,20.1,35.5,0.03,8.5,0.0,0.5,11.0,29.61,1.81,1.3
72842,20.7,34.6,0.02,8.5,0.0,0.9,21.0,32.11,1.94,1.4
72843,20.7,34.2,0.01,8.5,0.0,0.4,8.0,28.29,1.46,1.3
72844,20.5,34.0,0.02,8.5,0.0,0.7,15.0,30.59,1.67,1.4
72845,20.6,34.6,0.07,8.5,0.0,0.7,16.0,30.73,1.68,1.4
72846,21.2,33.5,0.04,8.5,0.0,0.5,9.0,28.47,1.67,1.1
72847,21.5,32.5,0.03,8.5,0.0,0.6,12.0,29.0,1.32,1.4
72848,21.3,33.5,0.02,8.5,0.0,0.7,16.0,30.56,1.59,1.4
72849,20.8,30.3,0.01,8.5,0.0,0.5,10.0,28.93,1.68,1.3
72850,21.2,28.9,0.01,8.5,0.0,0.7,15.0,30.03,1.53,1.4
72851,21.3,29.3,0.02,8.5,0.0,0.7,14.0,29.6,1.39,1.3
72852,21.7,27.5,0.01,8.5,0.0,0.7,17.0,29.57,1.53,1.1
72853,22.4,27.3,0.02,8.5,0.0,1.2,34.0,33.12,1.58,1.6
72854,17.8,36.9,0.04,8.5,0.0,-0.5,10.0,24.13,1.33,1.1
72855,19.3,34.2,0.02,8.5,0.0,0.3,7.0,28.19,1.83,1.1
72857,18.9,36.2,0.05,8.5,0.0,-0.1,5.0,25.69,1.5,1.1
72858,19.5,35.1,0.02,8.5,0.0,0.0,5.0,26.13,1.49,1.1
72859,19.5,35.1,0.02,8.5,0.0,0.0,5.0,26.07,1.48,1.1
72861,17.2,36.8,0.05,8.5,0.0,-0.3,7.0,24.92,1.5,1.1
72864,18.1,35.7,0.01,8.5,0.0,0.3,7.0,28.8,2.23,1.1
72869,19.9,32.3,0.04,8.5,0.0,0.4,8.0,28.64,1.92,1.1
72874,23.0,30.6,0.06,8.5,0.0,0.5,10.0,28.02,1.41,1.1
72875,19.3,31.9,0.04,8.5,0.0,0.1,5.0,26.98,1.72,1.1
72876,19.5,31.3,0.05,8.5,0.0,0.2,6.0,27.41,1.76,1.1
72879,21.6,40.7,0.03,8.5,0.0,0.4,8.0,27.93,1.51,1.1
72880,22.0,37.4,0.02,8.5,0.0,0.7,16.0,30.03,1.85,1.1
72884,22.6,37.1,0.01,8.5,0.0,0.8,18.0,30.13,1.71,1.2
72885,19.5,30.0,0.03,8.5,0.0,0.1,5.0,27.08,1.64,1.1
72886,18.9,31.2,0.04,8.5,0.0,-0.2,6.0,25.18,1.41,1.1
72887,18.8,31.2,0.03,8.5,0.0,0.0,5.0,26.24,1.64,1.1
72889,21.8,27.8,0.02,8.5,0.0,0.7,17.0,30.06,1.85,1.1
72891,21.4,29.0,0.02,8.5,0.0,0.5,11.0,28.85,1.63,1.1
72892,21.7,28.8,0.03,8.5,0.0,0.6,13.0,29.27,1.67,1.1
72893,21.8,29.3,0.03,8.5,0.0,0.6,12.0,29.11,1.76,1.1
72894,21.8,28.4,0.02,8.5,0.0,0.5,11.0,28.74,1.63,1.1
72895,21.0,26.0,0.02,8.5,0.0,0.6,13.0,29.57,1.48,1.4
72897,21.6,26.0,0.02,8.5,0.0,0.3,7.0,27.38,1.49,1.1
72898,21.9,25.3,0.04,8.5,0.0,0.7,16.0,30.25,1.89,1.2
72899,22.0,32.8,0.03,8.5,0.0,0.5,10.0,28.45,1.35,1.3
72902,23.1,29.7,0.04,8.5,0.0,1.2,34.0,33.52,1.7,1.6
72906,21.5,25.9,0.02,8.5,0.0,0.7,17.0,30.16,1.85,1.1
72907,21.8,25.4,0.03,8.5,0.0,0.4,9.0,28.26,1.63,1.1
