Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,PMV,PPD,SET,Clo,Met
26.7,28,0.1,30.4,-1,0.6,13,27.09,0.62,1
26.7,28,0.1,30.4,-1,0.7,15,27.42,0.68,1
27,54,0.18,30.4,-1,0.7,17,27.75,0.62,1
27,54,0.18,30.4,-1,0.7,17,27.75,0.62,1
26.3,60,0.64,30.4,-1,0,5,24.82,0.62,1
26.3,60,0.64,30.4,-1,0.1,5,25.27,0.68,1
26.3,60,0.64,30.4,-1,0,5,24.82,0.62,1
26.6,50,0.47,30.4,-1,0,5,24.71,0.62,1
26.5,52,0.12,30.4,-1,0.4,8,26.79,0.62,1
26.5,52,0.19,30.4,-1,0.3,6,26.16,0.62,1
25.8,53,0.27,30.4,-1,-0.1,5,25,0.68,1
25.8,53,0.27,30.4,-1,-0.2,6,24.57,0.62,1
25.8,53,0.27,30.4,-1,0,5,25.35,0.73,1
25.8,53,0.27,30.4,-1,-0.2,6,24.57,0.62,1
24,57,0.25,30.4,-1,-0.6,11,23.9,0.62,1
24,57,0.25,30.4,-1,-0.4,8,24.33,0.68,1
25.8,56,0.29,30.4,-1,-0.1,5,24.8,0.62,1
25.8,56,0.29,30.4,-1,-0.1,5,24.8,0.62,1
25.8,54,0.29,30.4,-1,-0.3,7,24.19,0.62,1
25.3,53,0.37,30.4,-1,-0.6,12,23.41,0.62,1
27,54,0.03,30.4,-1,1.1,31,29.85,0.84,1.2
28.2,44,0.03,30.4,-1,0.8,20,27.47,0.59,1
28.1,46,0.03,30.4,-1,0.9,23,27.81,0.62,1
28.1,46,0.03,30.4,-1,0.9,23,27.87,0.63,1
24.6,46,0.41,30.4,-1,-0.5,11,23.9,0.62,1
26.7,44,0.05,30.4,-1,0.4,8,26.26,0.63,1
26.7,44,0.05,30.4,-1,0.5,10,26.59,0.68,1
25.6,46,0.14,30.4,-1,0,5,25.57,0.63,1
25.6,46,0.14,30.4,-1,0,5,25.5,0.62,1
25.4,46,0.05,30.4,-1,0,5,25.11,0.62,1
25.4,46,0.05,30.4,-1,0,5,25.11,0.62,1
25.4,46,0.05,30.4,-1,0,5,25.11,0.62,1
25.5,46,0.01,30.4,-1,0.1,5,25.31,0.62,1
25.5,46,0.01,30.4,-1,0.1,5,25.31,0.62,1
25.5,46,0.01,30.4,-1,0.1,5,25.31,0.62,1
26.8,59,0.08,30.4,-1,0.7,14,27.29,0.62,1
26.8,59,0.08,30.4,-1,0.7,14,27.29,0.62,1
26,48,0.3,30.4,-1,0.1,5,25.43,0.66,1
26,48,0.3,30.4,-1,0,5,25.16,0.62,1
26,48,0.3,30.4,-1,0.2,6,25.83,0.72,1
26.8,46,0.05,30.4,-1,0.7,14,27.25,0.7,1
26.8,46,0.05,30.4,-1,0.6,13,26.99,0.66,1
26.8,46,0.05,30.4,-1,0.6,12,26.87,0.64,1
26.5,48,0.37,30.4,-1,0.5,11,26.79,0.88,1
26.5,48,0.37,30.4,-1,0.1,5,25.19,0.64,1
27.3,47,0.28,30.4,-1,0.3,7,25.73,0.66,1
27.3,44,0.01,30.4,-1,0.8,19,27.7,0.72,1
27,45,0.16,30.4,-1,0.5,11,27.22,0.75,1
26,47,0.08,30.4,-1,1.2,36,29.15,0.64,1
26,47,0.08,30.4,-1,1.2,36,29.15,0.64,1
23.7,57,0.03,30.4,-1,-0.1,5,24.95,0.75,1
25.4,55,0.01,30.4,-1,0.2,6,25.94,0.72,1
25.4,55,0.01,30.4,-1,0.2,6,25.94,0.72,1
25.4,55,0.01,30.4,-1,0.1,5,25.51,0.66,1
25.4,55,0.01,30.4,-1,0.2,6,25.94,0.72,1
25.6,53,0.03,30.4,-1,0.5,10,26.95,0.84,1
25.6,53,0.03,30.4,-1,0.3,7,26.14,0.72,1
23,55,0.31,30.4,-1,-1,26,22.38,0.72,1
23,55,0.31,30.4,-1,-1,26,22.38,0.72,1
23,55,0.31,30.4,-1,-0.7,15,23.27,0.84,1
25.5,49,0.02,30.4,-1,0.2,6,25.67,0.66,1
25.5,49,0.02,30.4,-1,0.3,6,26.07,0.72,1
27.1,54,0.01,30.4,-1,0.7,17,27.55,0.68,1
27.1,54,0.01,30.4,-1,0.8,19,27.82,0.72,1
27.1,54,0.01,30.4,-1,0.8,19,27.82,0.72,1
27.1,54,0.01,30.4,-1,0.8,19,27.82,0.72,1
27.3,55,0.06,30.4,-1,0.8,20,27.94,0.72,1
25.7,54,0.35,30.4,-1,0.1,5,25.49,0.88,1
25.7,54,0.35,30.4,-1,-0.4,8,23.92,0.66,1
25.7,54,0.35,30.4,-1,-0.2,6,24.35,0.72,1
26.7,54,0.01,30.4,-1,0.7,15,27.52,0.75,1
26.7,54,0.01,30.4,-1,0.7,14,27.32,0.72,1
26.9,54,0.11,30.4,-1,0.6,13,27.51,0.72,1
26.9,54,0.11,30.4,-1,0.6,13,27.51,0.72,1
26.9,54,0.11,30.4,-1,0.6,13,27.51,0.72,1
26.9,54,0.11,30.4,-1,0.6,13,27.51,0.72,1
27.5,63,0.01,30.4,-1,1.1,33,29.97,0.72,1.2
26.1,46,0.04,30.4,-1,0.4,9,26.5,0.72,1
26.1,46,0.04,30.4,-1,0.4,9,26.5,0.72,1
26.1,46,0.04,30.4,-1,0.4,9,26.5,0.72,1
26.1,46,0.04,30.4,-1,0.4,9,26.5,0.72,1
25.6,64,0.08,30.4,-1,0.4,9,26.73,0.72,1
25.6,64,0.08,30.4,-1,0.4,9,26.73,0.72,1
25.6,64,0.08,30.4,-1,0.4,9,26.73,0.72,1
25.6,64,0.08,30.4,-1,0.4,9,26.73,0.72,1
25.6,64,0.08,30.4,-1,0.4,9,26.73,0.72,1
26.8,58,0.06,30.4,-1,0.7,15,27.49,0.7,1
27.3,46,0.39,30.4,-1,0.9,24,27.87,0.84,1
27.7,47,0.68,30.4,-1,0.6,12,26.17,0.7,1
28.1,49,0.01,30.4,-1,1.2,34,28.89,0.7,1
28.5,49,0.01,30.4,-1,1.2,37,28.87,0.64,1
28.7,48,0.01,30.4,-1,1.5,48,30.27,0.9,1
28.7,48,0.01,30.4,-1,1.4,46,29.94,0.84,1
30.3,47,0.34,30.4,-1,1.5,48,28.76,0.72,1
28.2,40,0.02,30.4,-1,0.8,19,27.49,0.7,1
28.2,40,0.02,30.4,-1,0.8,19,27.49,0.7,1
27.4,45,0.03,30.4,-1,0.8,19,27.64,0.7,1
28.2,49,0.05,30.4,-1,1.1,30,28.55,0.7,1
28.9,60,0.32,30.4,-1,1.4,45,29.25,0.72,1
28.9,60,0.32,30.4,-1,1.4,47,29.46,0.75,1
28.9,55,0.17,30.4,-1,1.4,46,30.04,0.75,1
28.9,55,0.17,30.4,-1,1.5,51,30.57,0.84,1
28.9,55,0.17,30.4,-1,1.6,54,30.92,0.9,1
27.9,52,0.2,30.4,-1,1.1,32,29.39,0.97,1
27.9,52,0.2,30.4,-1,0.7,15,27.28,0.64,1
28.2,51,0.2,30.4,-1,1.1,32,29.07,0.84,1
28.5,45,0.78,30.4,-1,0.8,18,26.63,0.84,1
27.5,48,0.14,30.4,-1,1,24,28.88,0.84,1
26.7,45,0.35,30.4,-1,0.3,6,25.72,0.75,1
26.7,45,0.35,30.4,-1,0.4,9,26.31,0.84,1
26.7,45,0.35,30.4,-1,0.3,6,25.72,0.75,1
26.7,45,0.35,30.4,-1,0.3,6,25.72,0.75,1
26.3,45,0.19,30.4,-1,0.5,10,27.15,0.84,1
25.3,44,0.08,30.4,-1,0.3,7,26.14,0.72,1
25.8,44,0.18,30.4,-1,0.3,7,26.61,0.84,1
25.8,44,0.18,30.4,-1,0.3,7,26.61,0.84,1
22.4,54,0.45,30.4,-1,0.3,7,25.78,0.69,1.7
25.5,47,0.07,30.4,-1,0.4,9,26.79,0.84,1
25.5,47,0.07,30.4,-1,0.2,6,26.01,0.72,1
25.5,45,0.17,30.4,-1,-0.1,5,25.06,0.72,1
22.7,52,0.04,30.4,-1,-0.4,9,24.07,0.72,1
24.2,51,0.18,30.4,-1,-0.2,6,24.95,0.72,1
24.2,51,0.18,30.4,-1,-0.3,7,24.81,0.7,1
24.2,51,0.18,30.4,-1,-0.4,9,24.4,0.64,1
25.1,50,0.1,30.4,-1,0.1,5,25.69,0.72,1
26.1,48,0.21,30.4,-1,0.2,6,25.99,0.7,1
26.9,46,0,30.4,-1,1,26,28.94,0.97,1
25.6,49,0.08,30.4,-1,0.4,9,26.83,0.82,1
25.6,49,0.08,30.4,-1,0.2,6,25.63,0.64,1
26.4,48,0.07,30.4,-1,0.4,9,26.43,0.64,1
26.8,49,0.09,30.4,-1,0.5,10,26.78,0.64,1
26.8,49,0.09,30.4,-1,0.6,12,27.18,0.7,1
27.3,53,0.03,30.4,-1,0.8,18,27.66,0.7,1
27.3,53,0.03,30.4,-1,1,24,28.57,0.84,1
27.3,53,0.03,30.4,-1,0.8,20,27.99,0.75,1
25.5,47,0.17,30.4,-1,0.2,6,26.16,0.84,1
29.3,40,0.22,38.1,-1,1.5,49,29.63,0.84,1
29.3,40,0.22,38.1,-1,1.4,45,29.13,0.75,1
29.3,40,0.22,38.1,-1,1.4,45,29.13,0.75,1
28.9,38,0.16,38.1,-1,1.4,48,30.28,0.97,1
25.8,41,0.19,38.1,-1,0.4,9,27.01,0.84,1
26.6,41,0.53,38.1,-1,0,5,24.75,0.7,1
26.6,41,0.53,38.1,-1,-0.2,6,24.35,0.64,1
30.1,40,0.15,38.1,-1,1.3,43,29.34,0.72,1
22.5,44,0.17,38.1,-1,-0.2,6,25.48,0.7,1
22.5,44,0.17,38.1,-1,-0.2,6,25.61,0.72,1
22.5,44,0.17,38.1,-1,-0.2,6,25.61,0.72,1
22.5,44,0.17,38.1,-1,-0.2,6,25.61,0.72,1
27.9,36,0.28,38.1,-1,0.5,10,26.32,0.66,1
27.9,36,0.28,38.1,-1,0.5,10,26.32,0.66,1
27.9,36,0.28,38.1,-1,0.5,10,26.2,0.64,1
28.2,33,1.15,38.1,-1,0.3,6,24.93,0.7,1
28.2,33,1.15,38.1,-1,0.1,5,24.54,0.64,1
29,49,0.16,38.1,-1,1.6,56,30.2,0.64,1
27.6,48,0.11,38.1,-1,1.1,32,29.14,0.72,1
27.6,48,0.11,38.1,-1,1.1,32,29.14,0.72,1
27.6,48,0.11,38.1,-1,1.1,29,28.78,0.66,1
26.2,59,0.1,38.1,-1,0.6,14,27.57,0.64,1
27.5,55,0.07,38.1,-1,0.9,23,28.24,0.72,1
27.9,51,0.1,38.1,-1,0.9,24,28.42,0.7,1
27.9,51,0.1,38.1,-1,1.1,31,29.28,0.84,1
27.2,50,0.07,38.1,-1,1,24,28.35,0.75,1
27.4,55,0.06,38.1,-1,0.9,21,27.9,0.64,1
24.5,50,0.16,38.1,-1,0,5,25.91,0.66,1
25.1,45,0.14,38.1,-1,0.6,11,27.73,0.7,1.2
25.1,45,0.14,38.1,-1,0.6,11,27.73,0.7,1.2
29.1,39,0.05,38.1,-1,1.5,49,29.46,0.7,1
29.1,39,0.05,38.1,-1,1.5,49,29.46,0.7,1
24.3,51,0.08,38.1,-1,0,5,25.53,0.64,1
24.3,51,0.08,38.1,-1,0,5,25.53,0.64,1
26.8,48,0.11,38.1,-1,0.5,10,26.96,0.64,1
26.8,48,0.11,38.1,-1,0.5,10,26.96,0.64,1
28.2,50,0.08,38.1,-1,1.1,29,28.56,0.68,1
28.1,39,0.08,38.1,-1,0.9,24,28.03,0.7,1
29.6,38,0.15,38.1,-1,1.3,39,29.07,0.7,1
27.6,68,0.07,38.1,-1,1.1,30,29.02,0.64,1
26.2,41,0.02,38.1,-1,0.6,13,27.12,0.64,1
26.2,41,0.02,38.1,-1,0.6,13,27.12,0.64,1
26,40,0.07,38.1,-1,0.8,19,28.01,0.79,1
26,40,0.07,38.1,-1,0.7,16,27.6,0.72,1
26.3,41,0.04,38.1,-1,0.4,9,26.45,0.64,1
26.3,41,0.04,38.1,-1,0.4,9,26.45,0.64,1
25,42,0.07,38.1,-1,0.2,6,25.84,0.7,1
25,42,0.07,38.1,-1,0.4,8,26.72,0.84,1
23.5,42,0.09,38.1,-1,-0.3,7,24.43,0.7,1
23.5,42,0.09,38.1,-1,0,5,25.31,0.64,1.2
23.5,42,0.09,38.1,-1,-0.4,9,24.03,0.64,1
23.5,42,0.09,38.1,-1,-0.4,9,24.03,0.64,1
28.1,39,0.01,38.1,-1,1,27,28.09,0.64,1
28.8,40,0.01,38.1,-1,1.3,38,28.95,0.72,1
25.6,43,0.21,38.1,-1,0.8,17,28.09,0.84,1
25.6,43,0.21,38.1,-1,0.9,23,28.82,0.97,1
25.4,43,0.21,38.1,-1,0.4,9,26.94,0.75,1
25.4,43,0.21,38.1,-1,0.6,12,27.47,0.84,1
25.1,47,0.17,38.1,-1,0.4,8,27.19,0.97,1
25.1,47,0.17,38.1,-1,0.4,8,27.19,0.97,1
25.1,47,0.17,38.1,-1,0.4,8,27.19,0.97,1
27,52,0.07,38.1,-1,0.6,12,26.85,0.66,1
25.1,39,0.21,38.1,-1,-0.1,5,25.17,0.66,1
27.5,57,0.21,38.1,-1,1,24,28.27,0.64,1
27.5,57,0.21,38.1,-1,1,24,28.27,0.64,1
27.5,57,0.21,38.1,-1,1,24,28.27,0.64,1
27.5,57,0.21,38.1,-1,1.1,29,28.8,0.72,1
26.7,60,0.17,38.1,-1,1,24,29.03,0.84,1
26.7,60,0.17,38.1,-1,1,24,29.03,0.84,1
26.6,61,0.13,38.1,-1,1,24,29.27,0.84,1
26.6,61,0.13,38.1,-1,0.7,15,27.95,0.64,1
26.6,61,0.13,38.1,-1,0.7,15,27.95,0.64,1
26,63,0.21,38.1,-1,0.2,6,26.1,0.64,1
26,63,0.21,38.1,-1,0.2,6,26.1,0.64,1
26,63,0.21,38.1,-1,0.6,12,27.54,0.84,1
26,63,0.21,38.1,-1,0.2,6,26.1,0.64,1
25.1,60,0.18,38.1,-1,-0.2,6,24.87,0.64,1
26.6,61,0.17,38.1,-1,0.3,7,26.45,0.64,1
26.6,61,0.17,38.1,-1,0.3,7,26.45,0.64,1
26.5,60,0.18,38.1,-1,0.2,6,26.17,0.64,1
26.5,38,0.1,38.1,-1,0.6,13,27.32,0.72,1
26.5,38,0.1,38.1,-1,0.6,12,27.2,0.7,1
26.4,38,0.11,38.1,-1,1.2,33,30.02,0.55,1.7
27.3,43,0.16,38.1,-1,0.5,10,26.86,0.64,1
27.3,43,0.16,38.1,-1,0.6,12,27.23,0.7,1
30.6,36,0.23,38.1,-1,1.3,42,28.5,0.7,1
30.6,36,0.23,38.1,-1,1.3,42,28.5,0.7,1
22,48,0.11,38.1,-1,-0.5,11,23.92,0.84,1
27.3,52,0.1,38.1,-1,0.9,21,28.29,0.72,1
27.3,52,0.1,38.1,-1,0.9,21,28.29,0.72,1
27.3,52,0.1,38.1,-1,0.8,18,27.9,0.66,1
27.4,55,0.01,38.1,-1,0.9,21,28.06,0.72,1
27.4,55,0.01,38.1,-1,0.9,21,28.06,0.72,1
27.4,55,0.01,38.1,-1,0.9,21,28.06,0.72,1
27.4,55,0.01,38.1,-1,0.8,18,27.65,0.66,1
26.6,53,0.04,38.1,-1,0.7,16,27.55,0.72,1
26.6,53,0.04,38.1,-1,0.7,16,27.55,0.72,1
25.1,43,0.04,38.1,-1,0.4,8,26.61,0.84,1
27.1,49,0.32,38.1,-1,0.9,22,28.16,0.97,1
27.1,49,0.32,38.1,-1,0.7,16,27.35,0.84,1
27.1,49,0.32,38.1,-1,0.6,12,26.77,0.75,1
27.1,49,0.32,38.1,-1,0.6,12,26.77,0.75,1
27.3,49,0.16,38.1,-1,0.9,22,28.59,0.84,1
23.5,52,0.11,38.1,-1,0,5,25.62,0.84,1
23.5,52,0.11,38.1,-1,0.2,6,26.47,0.97,1
24,51,0.81,38.1,-1,-0.3,6,24.43,0.97,1
26.6,60,0.13,38.1,-1,0.8,18,28.44,0.72,1
26.6,60,0.13,38.1,-1,0.8,17,28.31,0.7,1
28.3,57,0.01,38.1,-1,1.2,38,29.38,0.72,1
28.3,57,0.01,38.1,-1,1.2,38,29.38,0.72,1
26.9,63,0.11,38.1,-1,0.8,20,28.39,0.66,1
27.5,62,0.03,38.1,-1,1.1,30,29.02,0.72,1
27.5,62,0.03,38.1,-1,1.1,30,29.02,0.72,1
27.7,57,0.07,38.1,-1,1,28,28.65,0.7,1
28,37,0.19,38.1,-1,1.1,29,28.33,0.66,1
28,37,0.19,38.1,-1,1,28,28.22,0.64,1
28,37,0.19,38.1,-1,1,28,28.22,0.64,1
28,37,0.19,38.1,-1,1,28,28.22,0.64,1
27.2,39,0.2,38.1,-1,0.9,21,27.96,0.72,1
26.5,50,0.15,38.1,-1,0.3,6,26.3,0.64,1
26.1,44,0.17,38.1,-1,0.2,6,26.23,0.7,1
26.1,44,0.17,38.1,-1,0.2,6,26.23,0.7,1
25.7,43,0.18,38.1,-1,0.1,5,25.96,0.7,1
25.7,43,0.18,38.1,-1,0,5,25.58,0.64,1
25.7,43,0.18,38.1,-1,0,5,25.58,0.64,1
24,43,0.12,38.1,-1,-0.1,5,25.56,0.66,1
24,43,0.12,38.1,-1,-0.1,5,25.43,0.64,1
25.3,42,0.11,38.1,-1,0.4,9,26.98,0.7,1
25.3,42,0.11,38.1,-1,0.4,9,26.98,0.7,1
25.3,42,0.11,38.1,-1,0.4,9,26.98,0.7,1
26.6,46,0.1,38.1,-1,0.9,22,28.54,0.84,1
26.6,46,0.1,38.1,-1,0.6,13,27.33,0.64,1
24.3,45,0.09,38.1,-1,0.2,6,26.23,0.7,1
24.3,45,0.09,38.1,-1,0.2,6,26.23,0.7,1
24.3,45,0.09,38.1,-1,0.3,6,26.36,0.72,1
24.1,51,0.03,38.1,-1,-0.2,6,24.68,0.66,1
24.1,51,0.03,38.1,-1,0.3,7,26.77,0.97,1
25,55,0.03,38.1,-1,0.2,6,26.11,0.7,1
25,55,0.03,38.1,-1,0.1,5,25.69,0.64,1
25,55,0.03,38.1,-1,0.1,5,25.69,0.64,1
30.7,72,0.19,38.1,-1,1.9,73,32.15,0.64,1
30.7,72,0.19,38.1,-1,1.9,74,32.29,0.66,1
29.8,61,1.15,38.1,-1,1.1,31,26.94,0.64,1
29.8,61,1.15,38.1,-1,1.1,31,26.94,0.64,1
28.8,49,1.08,38.1,-1,0.6,12,25.57,0.64,1
27.5,55,0.18,38.1,-1,0.9,24,28.56,0.75,1
27.5,55,0.18,38.1,-1,0.8,18,27.84,0.64,1
27.3,54,0.16,38.1,-1,1.1,29,29.32,0.84,1
26.9,53,0.15,38.1,-1,0.8,17,28.12,0.72,1
25.7,50,0.11,38.1,-1,0.3,7,26.41,0.7,1
26.8,48,0.12,38.1,-1,0.8,17,28.37,0.97,1
26.8,48,0.12,38.1,-1,0.8,17,28.37,0.97,1
26.8,48,0.12,38.1,-1,0.5,9,26.99,0.75,1
26.2,47,0.13,38.1,-1,0.6,13,27.76,0.7,1
26.2,47,0.13,38.1,-1,0.8,19,28.59,0.84,1
26.2,47,0.13,38.1,-1,1,25,29.33,0.97,1
26.4,48,0.08,38.1,-1,0.8,19,27.95,0.75,1
29.2,55,0.08,38.1,-1,1.5,51,30.29,0.72,1
29.2,55,0.08,38.1,-1,1.5,51,30.29,0.72,1
27.5,44,0.05,38.1,-1,0.9,21,27.91,0.75,1
25.7,43,0.14,38.1,-1,0.2,6,26.29,0.72,1
25.7,43,0.14,38.1,-1,0.1,5,26.17,0.7,1
25.7,43,0.14,38.1,-1,0.1,5,26.17,0.7,1
25.7,41,0.08,38.1,-1,0.3,7,26.11,0.7,1
25.7,41,0.08,38.1,-1,0.6,14,27.74,0.97,1
27.4,56,0.07,38.1,-1,0.9,24,28.16,0.64,1
27.4,56,0.07,38.1,-1,1.2,34,29.44,0.84,1
27.4,56,0.07,38.1,-1,1.2,34,29.44,0.84,1
26.1,60,0.11,38.1,-1,0.5,10,27.11,0.7,1
26.1,60,0.11,38.1,-1,0.4,8,26.68,0.64,1
26.9,60,0.09,38.1,-1,0.6,13,27.4,0.66,1
26.6,59,0.09,38.1,-1,0.5,11,26.98,0.64,1
28.9,54,0.04,38.1,-1,1.3,42,29.57,0.72,1
23.9,67,0.08,29.7,-1,0,5,25.5,0.7,1
24.8,46,0.09,29.7,-1,0.4,9,27.07,0.95,1
24.8,46,0.09,29.7,-1,-0.1,5,24.93,0.62,1
27.5,52,0.12,29.7,-1,0.5,11,27.03,0.62,1
27.5,52,0.12,29.7,-1,0.5,11,27.03,0.62,1
27.5,52,0.12,29.7,-1,0.5,11,27.03,0.62,1
28.2,52,0.02,29.7,-1,1,27,28.23,0.62,1
28.3,54,0.03,29.7,-1,1.1,29,28.45,0.62,1
29,55,0.08,29.7,-1,1.3,39,29.25,0.62,1
29,55,0.08,29.7,-1,1.3,43,29.63,0.68,1
27.6,48,0.15,29.7,-1,0.9,23,28.45,0.68,1
25.1,43,0.1,29.7,-1,0.2,6,26.06,0.62,1
25.1,43,0.1,29.7,-1,0.2,6,26.06,0.62,1
26,49,0.13,29.7,-1,0.4,8,26.93,0.68,1
26,49,0.13,29.7,-1,0.4,8,26.93,0.68,1
26,49,0.13,29.7,-1,0.4,8,26.93,0.68,1
26,54,0.1,29.7,-1,0.4,8,26.55,0.62,1
27.8,52,0.44,29.7,-1,0.5,11,26.2,0.62,1
27.8,52,0.44,29.7,-1,0.7,14,26.62,0.68,1
27.8,52,0.44,29.7,-1,0.5,11,26.2,0.62,1
27.8,52,0.44,29.7,-1,0.6,13,26.48,0.66,1
26,50,0.11,29.7,-1,0.3,7,26.42,0.62,1
26,50,0.11,29.7,-1,0.3,7,26.42,0.62,1
27,56,0.11,29.7,-1,0.6,12,27.36,0.72,1
27,56,0.11,29.7,-1,0.6,12,27.36,0.72,1
27,56,0.11,29.7,-1,0.4,9,26.66,0.62,1
25.9,50,0.09,29.7,-1,0.2,6,25.84,0.62,1
27.8,52,0.44,29.7,-1,0.7,14,26.62,0.68,1
27.8,52,0.44,29.7,-1,0.6,13,26.48,0.66,1
27.5,46,0.34,29.7,-1,0.6,12,26.49,0.68,1
27.3,44,0.11,29.7,-1,0.6,14,27.3,0.62,1
28.1,38,0.13,29.7,-1,0.6,14,27.27,0.62,1
28.1,38,0.13,29.7,-1,0.7,15,27.51,0.66,1
28.1,38,0.13,29.7,-1,0.7,16,27.63,0.68,1
26.9,52,0.09,29.7,-1,0.9,22,28.13,0.63,1
26.9,52,0.09,29.7,-1,0.9,22,28.13,0.63,1
26.9,52,0.09,29.7,-1,1,25,28.44,0.68,1
26.7,52,0.07,29.7,-1,0.9,22,28.22,0.72,1
24.8,51,0.13,29.7,-1,0.1,5,26.03,0.72,1
24.8,51,0.13,29.7,-1,0.1,5,26.03,0.72,1
24.8,51,0.13,29.7,-1,0.1,5,26.03,0.72,1
24.8,51,0.13,29.7,-1,0,5,25.76,0.68,1
24.8,51,0.13,29.7,-1,0,5,25.76,0.68,1
24.5,50,0.09,29.7,-1,0.4,9,27.12,0.95,1
24.8,50,0.11,29.7,-1,0.4,8,27.23,0.95,1
24.8,50,0.11,29.7,-1,0.1,5,25.73,0.72,1
25.2,48,0.13,29.7,-1,-0.1,5,25.25,0.63,1
26.1,46,0.16,29.7,-1,0.2,6,26.29,0.72,1
25,43,0.07,29.7,-1,0.1,5,25.6,0.72,1
25,43,0.07,29.7,-1,0.1,5,25.6,0.72,1
24.3,45,0.04,29.7,-1,-0.1,5,24.84,0.68,1
27.5,49,0.19,29.7,-1,0.6,14,27.22,0.66,1
27.5,49,0.19,29.7,-1,0.7,14,27.35,0.68,1
27.4,49,0.03,29.7,-1,1.1,28,28.8,0.62,1.2
27.1,41,0.15,29.7,-1,0.5,11,27.08,0.68,1
26.9,40,0.15,29.7,-1,0.5,11,27.21,0.72,1
27.5,63,0.1,29.7,-1,1.1,29,29.1,0.68,1
27.5,63,0.1,29.7,-1,1,25,28.69,0.62,1
26.6,65,0.18,29.7,-1,0.4,9,26.91,0.62,1
26.9,69,0.11,29.7,-1,0.7,14,27.82,0.62,1
26.9,69,0.11,29.7,-1,0.7,14,27.82,0.62,1
26.3,71,0.34,29.7,-1,0.3,7,26.04,0.68,1
26.6,73,0.13,29.7,-1,0.6,12,27.8,0.62,1
26.6,73,0.13,29.7,-1,0.7,15,28.27,0.68,1
26.9,71,0.11,29.7,-1,0.9,22,28.9,0.68,1
26.9,71,0.11,29.7,-1,0.9,22,28.9,0.68,1
24.6,45,0.06,29.7,-1,0,5,25.44,0.72,1
24.6,45,0.06,29.7,-1,-0.1,5,25.04,0.66,1
24.6,45,0.06,29.7,-1,0,5,25.44,0.72,1
24.6,44,0.13,29.7,-1,-0.1,5,25.4,0.72,1
24.6,44,0.13,29.7,-1,-0.1,5,25.4,0.72,1
24.5,50,0.02,29.7,-1,0,5,25.27,0.68,1
25.1,46,0.06,29.7,-1,0.1,5,25.6,0.62,1
25.1,46,0.06,29.7,-1,0.1,5,25.6,0.62,1
25.1,46,0.06,29.7,-1,0.1,5,25.6,0.62,1
26.1,46,0.09,29.7,-1,0.3,7,26.25,0.62,1
26.1,46,0.09,29.7,-1,0.3,7,26.25,0.62,1
26.1,46,0.09,29.7,-1,0.3,7,26.25,0.62,1
26.4,46,0.11,29.7,-1,0.3,7,26.35,0.62,1
25.4,48,0.05,29.7,-1,0.2,6,25.74,0.62,1
25.4,48,0.05,29.7,-1,0.3,8,26.4,0.72,1
25.4,48,0.05,29.7,-1,0.3,8,26.4,0.72,1
24.3,49,0.18,29.7,-1,-0.5,11,24.06,0.62,1
24.3,49,0.18,29.7,-1,-0.5,11,24.06,0.62,1
24.3,49,0.18,29.7,-1,-0.4,8,24.48,0.68,1
26.9,63,0.12,29.7,-1,0.9,21,28.56,0.63,1
28.4,52,1.42,29.7,-1,0.7,15,25.46,0.62,1.2
28.4,52,1.61,29.7,-1,0.4,8,24.05,0.47,1.3
28.4,52,1.61,29.7,-1,0.2,6,24.48,0.62,1
25.4,54,0.09,29.7,-1,0.2,6,26,0.62,1
25.4,54,0.09,29.7,-1,0.7,16,28.17,0.95,1
25.4,54,0.09,29.7,-1,0.4,8,26.69,0.72,1
25.4,54,0.09,29.7,-1,0.2,6,26.07,0.63,1
25.4,54,0.11,29.7,-1,0.2,5,25.98,0.63,1
25.4,54,0.11,29.7,-1,0.3,7,26.6,0.72,1
25.2,53,0.09,29.7,-1,0,5,25.26,0.68,1
23.9,47,0.06,29.7,-1,-0.2,6,24.79,0.72,1
23.9,47,0.06,29.7,-1,-0.2,6,24.79,0.72,1
23.9,47,0.06,29.7,-1,-0.3,6,24.51,0.68,1
24.3,48,0.19,29.7,-1,0.1,5,26.03,0.95,1
24.3,48,0.19,29.7,-1,0.1,5,26.03,0.95,1
28.3,57,0.09,29.7,-1,1.2,34,29.07,0.63,1
28.3,57,0.09,29.7,-1,1.2,33,29.01,0.62,1
28.3,57,0.09,29.7,-1,1.3,39,29.65,0.72,1
26.9,56,0.03,29.7,-1,0.9,22,28.15,0.68,1
26.9,56,0.03,29.7,-1,0.9,22,28.15,0.68,1
25.4,44,0.12,29.7,-1,0.1,5,26.03,0.68,1
25.4,44,0.12,29.7,-1,0.1,5,26.03,0.68,1
25.4,44,0.12,29.7,-1,0.1,5,26.03,0.68,1
24.5,42,0.11,29.7,-1,-0.1,5,25.2,0.68,1
24.5,42,0.11,29.7,-1,-0.1,5,25.2,0.68,1
25.1,40,0.33,29.7,-1,-0.5,10,23.9,0.62,1
27,47,0.08,29.7,-1,0.6,14,27.17,0.68,1
26.5,47,0.06,29.7,-1,0.5,10,26.66,0.62,1
26.5,47,0.06,29.7,-1,0.5,10,26.66,0.62,1
26.5,47,0.06,29.7,-1,0.6,12,27.05,0.68,1
