Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,Radiant temperature (¡C),Age,Sex
23.7,87,0.1,10,0,23.1,2,2
23.7,87,0.1,10,0,23.1,4,1
23.7,87,0.1,10,0,23.1,3,2
23.7,87,0.1,10,1,23.1,1,2
23.7,87,0.1,10,0,23.1,6,2
23.7,51,0.1,20.4,0,23.1,2,1
23.7,51,0.1,20.4,1,23.1,2,1
23.7,51,0.1,20.4,0,23.1,1,1
23.7,51,0.1,20.4,0,23.1,1,2
23.7,51,0.1,20.4,-1,23.1,3,2
23.7,51,0.1,20.4,-1,23.1,2,1
23.7,51,0.1,20.4,0,23.1,3,1
23.7,51,0.1,20.4,0,23.1,2,2
23.7,51,0.1,20.4,-1,23.1,1,1
23.7,51,0.1,20.4,0,23.1,3,2
23.7,51,0.1,20.4,-1,23.1,3,1
23.7,51,0.1,20.4,0,23.1,4,1
23.7,51,0.1,20.4,-1,23.1,2,2
23.4,71.3,0.1,14.27,0,23.1,1,2
23.4,71.3,0.1,14.27,-1,23.1,1,1
23.4,71.3,0.1,14.27,0,23.1,2,2
23.4,71.3,0.1,14.27,-1,23.1,2,1
23.4,71.3,0.1,14.27,0,23.1,1,1
23.4,71.3,0.1,14.27,0,23.1,4,1
23.4,71.3,0.1,14.27,-2,23.1,2,1
23.4,71.3,0.1,14.27,-2,23.1,1,1
23.4,71.3,0.1,14.27,-1,23.1,1,2
23.4,71.3,0.1,14.27,-1,23.1,2,2
23.4,71.3,0.1,14.27,0,23.1,2,1
22.6,79,0.1,3.3,-1,23.1,2,1
22.6,79,0.1,3.3,0,23.1,2,2
22.6,79,0.1,3.3,-1,23.1,2,2
22.6,79,0.1,3.3,-1,23.1,3,1
22.6,79,0.1,3.3,0,23.1,3,2
23.7,67.8,0.1,-1.12,0,23.1,2,2
23.7,67.8,0.1,-1.12,-1,23.1,1,2
23.7,67.8,0.1,-1.12,-1,23.1,3,2
23.7,67.8,0.1,-1.12,0,23.1,1,1
23.7,67.8,0.1,-1.12,-1,23.1,1,1
23.7,67.8,0.1,-1.12,-1,23.1,2,2
23.7,67.8,0.1,-1.12,-1,23.1,2,1
23.7,67.8,0.1,-1.12,0,23.1,2,1
23.7,67.8,0.1,-1.12,0,23.1,3,2
23.7,67.8,0.1,-1.12,0,23.1,1,2
23.7,67.8,0.1,-1.12,1,23.1,1,2
23.7,67.8,0.1,-1.12,1,23.1,2,2
23.7,67.8,0.1,-1.12,0,23.1,4,1
23.7,67.8,0.1,-1.12,-1,23.1,3,1
23.7,53.895,0.1,16.935,-1,23.1,1,2
23.7,53.895,0.1,16.935,0,23.1,1,2
23.7,53.895,0.1,16.935,-1,23.1,2,2
23.7,53.895,0.1,16.935,0,23.1,2,1
22,52.245,0.1,17.045,1,23.1,1,2
22,52.245,0.1,17.045,-1,23.1,1,2
22,52.245,0.1,17.045,0,23.1,1,2
22,52.245,0.1,17.045,-1,23.1,2,2
22,52.245,0.1,17.045,-2,23.1,1,2
22,52.245,0.1,17.045,-1,23.1,1,1
22,52.245,0.1,17.045,0,23.1,2,2
19,41.7,0.1,17.53666667,-1,23.1,1,1
19,41.7,0.1,17.53666667,0,23.1,2,2
19,41.7,0.1,17.53666667,-1,23.1,1,2
19,41.7,0.1,17.53666667,0,23.1,1,1
19,41.7,0.1,17.53666667,0,23.1,1,2
19,41.7,0.1,17.53666667,-1,23.1,2,2
19,41.7,0.1,17.53666667,-1,23.1,2,1
19,41.7,0.1,17.53666667,0,23.1,2,1
23.05,64.16,0.2,15.035,0,23.1,2,2
23.05,64.16,0.2,15.035,-1,23.1,2,2
23.05,64.16,0.2,15.035,0,23.1,3,2
23.05,64.16,0.2,15.035,0,23.1,3,1
23.05,64.16,0.2,15.035,0,23.1,2,1
23.05,64.16,0.2,15.035,1,23.1,2,1
23.05,64.16,0.2,15.035,1,23.1,2,2
23.05,64.16,0.2,15.035,-1,23.1,2,1
20.65,37.755,0.4,19.94,0,23.1,3,2
20.65,37.755,0.4,19.94,0,23.1,2,2
20.65,37.755,0.4,19.94,-1,23.1,2,2
20.65,37.755,0.4,19.94,0,23.1,3,1
20.65,37.755,0.4,19.94,0,23.1,2,1
21.75,37.25666667,0.2,20.25,0,23.1,2,2
21.75,37.25666667,0.2,20.25,-1,23.1,1,2
21.75,37.25666667,0.2,20.25,0,23.1,1,2
21.75,37.25666667,0.2,20.25,-1,23.1,3,2
21.75,37.25666667,0.2,20.25,0,23.1,1,1
21.75,37.25666667,0.2,20.25,-2,23.1,1,2
21.25,36.565,0.3,20.25,0,23.1,2,2
21.25,36.565,0.3,20.25,0,23.1,2,1
21.25,36.565,0.3,20.25,0,23.1,1,2
21.25,36.565,0.3,20.25,-1,23.1,3,2
21.25,36.565,0.3,20.25,-1,23.1,2,2
21.25,36.565,0.3,20.25,0,23.1,3,2
21.25,36.565,0.3,20.25,1,23.1,2,2
23.25,46.9,0.2,20.18,1,23.1,3,1
23.25,46.9,0.2,20.18,0,23.1,2,2
23.25,46.9,0.2,20.18,0,23.1,3,2
23.25,46.9,0.2,20.18,-1,23.1,2,2
21.65,82.14285714,0.1,26.97142857,-1,23.1,2,2
21.65,82.14285714,0.1,26.97142857,0,23.1,2,2
21.65,82.14285714,0.1,26.97142857,-1,23.1,2,1
21.65,82.14285714,0.1,26.97142857,-2,23.1,2,2
24.35,79.57142857,0.2,27.7,-1,23.1,1,2
24.35,79.57142857,0.2,27.7,-1,23.1,2,1
24.35,79.57142857,0.2,27.7,0,23.1,1,1
24.35,79.57142857,0.2,27.7,-1,23.1,2,2
24.35,79.57142857,0.2,27.7,0,23.1,2,2
24.35,79.57142857,0.2,27.7,0,23.1,1,2
24.35,79.57142857,0.2,27.7,-1,23.1,1,1
24.35,79.57142857,0.2,27.7,0,23.1,2,1
24.35,79.57142857,0.2,27.7,-1,23.1,3,2
26.2,79.57142857,0.1,27.7,-1,23.1,2,2
26.2,79.57142857,0.1,27.7,1,23.1,2,2
26.2,79.57142857,0.1,27.7,0,23.1,2,2
26.2,79.57142857,0.1,27.7,0,23.1,2,1
26.2,79.57142857,0.1,27.7,-1,23.1,1,2
21.55,74.71428571,0.1,28.95714286,-1,23.1,1,2
21.55,74.71428571,0.1,28.95714286,-2,23.1,2,1
21.55,74.71428571,0.1,28.95714286,-1,23.1,1,1
21.55,74.71428571,0.1,28.95714286,-1,23.1,2,1
21.55,74.71428571,0.1,28.95714286,-2,23.1,2,2
21.55,74.71428571,0.1,28.95714286,-1,23.1,2,2
21.55,74.71428571,0.1,28.95714286,-1,23.1,3,2
21.55,74.71428571,0.1,28.95714286,-2,23.1,1,2
23.95,67.30769231,0.2,30.36153846,-1,23.1,2,2
23.95,67.30769231,0.2,30.36153846,0,23.1,2,2
23.95,67.30769231,0.2,30.36153846,-1,23.1,3,2
23.95,67.30769231,0.2,30.36153846,-1,23.1,2,1
23.95,67.30769231,0.2,30.36153846,-1,23.1,1,2
23.95,67.30769231,0.2,30.36153846,0,23.1,2,1
21.35,64.85714286,0.3,30.72857143,-1,23.1,1,1
21.35,64.85714286,0.3,30.72857143,-1,23.1,2,1
21.35,64.85714286,0.3,30.72857143,-1,23.1,2,2
21.35,64.85714286,0.3,30.72857143,-1,23.1,3,2
21.35,64.85714286,0.3,30.72857143,-2,23.1,2,1
21.35,64.85714286,0.3,30.72857143,-2,23.1,3,1
21.35,64.85714286,0.3,30.72857143,-2,23.1,1,1
21.35,64.85714286,0.3,30.72857143,-1,23.1,1,2
24.25,58.07692308,0.2,31,0,23.1,2,2
24.25,58.07692308,0.2,31,-1,23.1,2,2
24.25,58.07692308,0.2,31,0,23.1,3,2
24.25,58.07692308,0.2,31,0,23.1,1,2
27.35,58,0.3,30.68571429,-1,23.1,3,2
27.35,58,0.3,30.68571429,0,23.1,3,2
27.35,58,0.3,30.68571429,-1,23.1,2,2
27.35,58,0.3,30.68571429,1,23.1,2,2
27.35,58,0.3,30.68571429,-1,23.1,2,1
27.35,58,0.3,30.68571429,0,23.1,1,2
27.35,58,0.3,30.68571429,0,23.1,2,2
27.35,58,0.3,30.68571429,0,23.1,1,1
22.35,83.07865,0.2,24.07902778,-1,23.1,1,1
22.35,83.07865,0.2,24.07902778,-2,23.1,1,2
22.35,83.07865,0.2,24.07902778,-1,23.1,2,1
22.35,83.07865,0.2,24.07902778,-1,23.1,2,2
22.35,83.07865,0.2,24.07902778,-1,23.1,1,2
22.35,83.07865,0.2,24.07902778,-2,23.1,2,2
22.35,83.07865,0.2,24.07902778,0,23.1,1,1
22.35,83.07865,0.2,24.07902778,0,23.1,2,2
23.65,89.86355833,0.1,22.62021667,-1,23.1,1,2
23.65,89.86355833,0.1,22.62021667,-1,23.1,1,1
23.65,89.86355833,0.1,22.62021667,-1,23.1,2,1
23.65,89.86355833,0.1,22.62021667,-2,23.1,2,2
24.75,91.369325,0.1,22.17698333,0,23.1,1,2
24.75,91.369325,0.1,22.17698333,0,23.1,1,1
24.75,91.369325,0.1,22.17698333,-1,23.1,1,2
24.75,91.369325,0.1,22.17698333,-1,23.1,1,1
24.75,91.369325,0.1,22.17698333,0,23.1,2,2
24.75,91.369325,0.1,22.17698333,-1,23.1,2,2
27.55,82.90810833,0.3,24.52859167,0,23.1,1,2
27.55,82.90810833,0.3,24.52859167,0,23.1,1,1
27.55,82.90810833,0.3,24.52859167,0,23.1,2,2
27.55,82.90810833,0.3,24.52859167,0,23.1,2,1
27.55,82.90810833,0.3,24.52859167,1,23.1,2,1
27.55,82.90810833,0.3,24.52859167,1,23.1,3,1
27.55,82.90810833,0.3,24.52859167,1,23.1,1,1
27.55,82.90810833,0.3,24.52859167,-1,23.1,1,2
23.65,96.205,0.2,22.480925,-1,23.1,1,2
23.65,96.205,0.2,22.480925,-2,23.1,3,1
23.65,96.205,0.2,22.480925,-1,23.1,2,1
23.65,96.205,0.2,22.480925,-1,23.1,1,1
23.65,96.205,0.2,22.480925,-1,23.1,2,2
23.65,96.205,0.2,22.480925,0,23.1,2,2
19.75,50.16,0.2,16.7,-1,23.1,2,1
19.75,50.16,0.2,16.7,0,23.1,2,1
19.75,50.16,0.2,16.7,-1,23.1,2,2
19.75,50.16,0.2,16.7,0,23.1,2,2
19.75,50.16,0.2,16.7,-1,23.1,3,2
19.75,50.16,0.2,16.7,-2,23.1,2,2
19.75,50.16,0.2,16.7,0,23.1,3,2
23.7,68.29,0.1,14.51,-1,23.1,2,1
23.7,68.29,0.1,14.51,0,23.1,2,1
23.7,68.29,0.1,14.51,-1,23.1,2,2
23.7,68.29,0.1,14.51,0,23.1,2,2
23.7,68.29,0.1,14.51,-1,23.1,3,2
23.7,68.29,0.1,14.51,-1,23.1,3,1
23.7,68.29,0.1,14.51,0,23.1,3,2
23.6,86,0.1,18.6,0,23.1,1,1
23.6,86,0.1,18.6,-1,23.1,1,1
23.6,86,0.1,18.6,0,23.1,2,1
23.6,86,0.1,18.6,-1,23.1,2,2
23.6,86,0.1,18.6,0,23.1,2,2
23.6,86,0.1,18.6,-1,23.1,1,2
23.6,86,0.1,18.6,0,23.1,3,1
23.6,86,0.1,18.6,-1,23.1,3,2
23.6,86,0.1,18.6,-1,23.1,2,1
24.9,74,0.1,20.5,0,23.1,2,1
24.9,74,0.1,20.5,0,23.1,2,2
24.9,74,0.1,20.5,0,23.1,4,2
24.9,74,0.1,20.5,-1,23.1,2,1
26.5,72,0.1,21.8,0,23.1,1,2
26.5,72,0.1,21.8,-1,23.1,1,2
26.5,72,0.1,21.8,0,23.1,2,2
26.5,72,0.1,21.8,0,23.1,1,1
26.5,72,0.1,21.8,1,23.1,1,2
26.5,72,0.1,21.8,0,23.1,2,1
24.2,64,0,20.5,0,23.1,2,2
24.2,64,0,20.5,0,23.1,1,1
24.2,64,0,20.5,0,23.1,1,2
24.2,64,0,20.5,-1,23.1,1,2
24.2,64,0,20.5,0,23.1,3,1
24.2,64,0,20.5,1,23.1,1,1
24.2,64,0,20.5,1,23.1,1,2
24.2,64,0,20.5,-1,23.1,1,1
24.2,64,0,20.5,1,23.1,2,1
24.2,64,0,20.5,0,23.1,2,1
24.2,64,0,20.5,-1,23.1,2,2
24.2,64,0,20.5,0,23.1,3,2
24.2,64,0,20.5,1,23.1,2,2
24.2,64,0,20.5,0,23.1,6,1
24.7,54.7,0,22.2,1,23.1,1,2
24.7,54.7,0,22.2,0,23.1,2,2
24.7,54.7,0,22.2,0,23.1,2,1
24.7,54.7,0,22.2,0,23.1,1,2
24.7,54.7,0,22.2,0,23.1,1,1
24.7,54.7,0,22.2,1,23.1,1,1
24.7,54.7,0,22.2,-1,23.1,2,2
24.7,54.7,0,22.2,0,23.1,3,1
24.7,54.7,0,22.2,0,23.1,3,2
23.2,61.8,0,20.8,-1,23.1,1,2
23.2,61.8,0,20.8,0,23.1,2,2
23.2,61.8,0,20.8,0,23.1,1,2
23.2,61.8,0,20.8,0,23.1,1,1
23.2,61.8,0,20.8,0,23.1,6,2
24.2,57.9,0.1,19.2,0,23.1,2,1
24.2,57.9,0.1,19.2,0,23.1,2,2
24.2,57.9,0.1,19.2,0,23.1,1,2
24.2,57.9,0.1,19.2,0,23.1,1,1
24.2,57.9,0.1,19.2,1,23.1,2,1
25.2,57.9,0.1,19.2,0,23.1,1,1
25.2,57.9,0.1,19.2,0,23.1,2,1
25.2,57.9,0.1,19.2,0,23.1,1,2
25.2,57.9,0.1,19.2,0,23.1,4,1
25.2,57.9,0.1,19.2,-1,23.1,1,2
25.2,57.9,0.1,19.2,0,23.1,2,2
26.95,57.9,0.1,19.2,0,23.1,1,2
26.95,57.9,0.1,19.2,0,23.1,1,1
26.95,57.9,0.1,19.2,0,23.1,2,2
26.95,57.9,0.1,19.2,1,23.1,4,2
26.95,57.9,0.1,19.2,-1,23.1,4,2
26.95,57.9,0.1,19.2,0,23.1,4,2
22.9,81,0.1,7.1,0,23.1,1,1
22.9,81,0.1,7.1,-1,23.1,5,2
22.9,81,0.1,7.1,0,23.1,1,2
22.9,81,0.1,7.1,0,23.1,5,2
22.9,81,0.1,7.1,-1,23.1,1,2
22.9,81,0.1,7.1,1,23.1,2,2
22.9,81,0.1,7.1,0,23.1,2,1
22.9,81,0.1,7.1,0,23.1,2,2
22.37,81,0.1,7.1,-1,23.1,1,2
22.37,81,0.1,7.1,0,23.1,1,2
22.37,81,0.1,7.1,0,23.1,2,1
22.37,81,0.1,7.1,0,23.1,1,1
22.37,81,0.1,7.1,-1,23.1,2,1
22.37,81,0.1,7.1,-1,23.1,2,2
22.37,81,0.1,7.1,-1,23.1,1,1
22.37,81,0.1,7.1,0,23.1,5,2
20.3,81,0.1,7.1,-1,23.1,6,2
20.3,81,0.1,7.1,-1,23.1,1,1
20.3,81,0.1,7.1,-1,23.1,2,1
20.3,81,0.1,7.1,-1,23.1,1,2
20.3,81,0.1,7.1,-1,23.1,2,2
20.3,81,0.1,7.1,0,23.1,1,2
21.3,81,0.1,7.1,-1,23.1,1,1
21.3,81,0.1,7.1,0,23.1,2,2
21.3,81,0.1,7.1,-1,23.1,1,2
21.3,81,0.1,7.1,2,23.1,2,2
21.3,81,0.1,7.1,0,23.1,1,2
21.3,81,0.1,7.1,0,23.1,2,1
21.3,81,0.1,7.1,0,23.1,1,1
21.3,81,0.1,7.1,-1,23.1,2,1
21.3,87,0.1,9,0,23.1,2,1
21.3,87,0.1,9,0,23.1,2,2
21.3,87,0.1,9,-1,23.1,2,1
21.3,87,0.1,9,-1,23.1,2,2
21.3,87,0.1,9,-1,23.1,3,2
21.3,87,0.1,9,0,23.1,3,1
21.3,87,0.1,9,0,23.1,3,2
21.3,87,0.1,9,1,23.1,2,2
21.3,87,0.1,9,1,23.1,2,1
21.3,87,0.1,9,2,23.1,2,2
21.3,87,0.1,9,0,23.1,4,2
21.3,87,0.1,9,-1,23.1,1,1
21.3,87,0.1,9,-2,23.1,2,1
22.1,93,0.1,6,0,23.1,2,2
22.1,93,0.1,6,-1,23.1,3,2
22.1,93,0.1,6,-1,23.1,2,2
22.1,93,0.1,6,-1,23.1,2,1
22.1,93,0.1,6,0,23.1,2,1
22.1,93,0.1,6,-1,23.1,3,1
22.1,93,0.1,6,1,23.1,2,1
22.1,93,0.1,6,0,23.1,3,2
22.9,54,0.1,10,0,23.1,2,2
22.9,54,0.1,10,0,23.1,3,2
22.9,54,0.1,10,-1,23.1,3,1
22.9,54,0.1,10,0,23.1,2,1
22.9,54,0.1,10,0,23.1,3,1
22.9,54,0.1,10,-1,23.1,2,1
23.7,96,0.1,14.5,-1,23.1,1,2
23.7,96,0.1,14.5,0,23.1,1,2
23.7,96,0.1,14.5,0,23.1,2,1
23.7,96,0.1,14.5,-1,23.1,1,1
23.7,96,0.1,14.5,1,23.1,2,2
23.7,96,0.1,14.5,-1,23.1,2,2
23.7,96,0.1,14.5,0,23.1,1,1
23.7,96,0.1,14.5,1,23.1,2,1
23.7,96,0.1,14.5,0,23.1,2,2
23.7,96,0.1,14.5,1,23.1,3,2
23.7,96,0.1,14.5,1,23.1,1,1
23.7,96,0.1,14.5,1,23.1,1,2
23.7,96,0.1,14.5,-1,23.1,3,2
23.7,96,0.1,14.5,0,23.1,4,2
23.7,96,0.1,14.5,-1,23.1,2,1
23.7,96,0.1,14.5,0,23.1,3,2
23.7,96,0.1,14.5,2,23.1,1,2
23.7,83,0.1,8.6,0,23.1,2,2
23.7,83,0.1,8.6,0,23.1,1,1
23.7,83,0.1,8.6,0,23.1,1,2
23.7,83,0.1,8.6,-1,23.1,2,2
23.7,83,0.1,8.6,-2,23.1,1,1
23.7,83,0.1,8.6,-1,23.1,1,2
23.7,83,0.1,8.6,-1,23.1,1,1
23.7,83,0.1,8.6,-2,23.1,1,2
23.7,83,0.1,8.6,0,23.1,2,1
23.7,82,0.1,5.9,0,23.1,1,2
23.7,82,0.1,5.9,0,23.1,2,2
23.7,82,0.1,5.9,-1,23.1,2,2
23.7,82,0.1,5.9,1,23.1,2,2
23.7,82,0.1,5.9,0,23.1,6,2
23.7,82,0.1,5.9,0,23.1,3,1
23.7,82,0.1,5.9,-1,23.1,1,1
23.7,82,0.1,5.9,-2,23.1,2,2
23.7,82,0.1,5.9,2,23.1,2,1
23.7,82,0.1,5.9,0,23.1,1,1
23.7,82,0.1,5.9,-1,23.1,6,1
23.7,82,0.1,5.9,-1,23.1,2,1
23.7,82,0.1,5.9,0,23.1,2,1
23.7,91,0.1,5.6,0,23.1,2,1
23.7,91,0.1,5.6,-1,23.1,1,2
23.7,91,0.1,5.6,-1,23.1,2,2
23.7,91,0.1,5.6,1,23.1,1,1
23.7,91,0.1,5.6,0,23.1,2,2
23.7,91,0.1,5.6,-1,23.1,1,1
23.7,91,0.1,5.6,0,23.1,1,2
23.7,91,0.1,5.6,0,23.1,1,1
23.7,91,0.1,5.6,-1,23.1,2,1
23.7,81,0.1,8,0,23.1,2,1
23.7,81,0.1,8,0,23.1,2,2
23.7,81,0.1,8,0,23.1,1,1
23.7,81,0.1,8,1,23.1,1,1
23.7,81,0.1,8,0,23.1,1,2
23.7,81,0.1,8,-1,23.1,1,1
23.7,81,0.1,8,-1,23.1,1,2
23.7,81,0.1,8,-1,23.1,2,2
23.7,81,0.1,8,1,23.1,2,2
23.7,81,0.1,8,1,23.1,3,1
23.7,81,0.1,8,0,23.1,3,2
23.7,81,0.1,8,1,23.1,1,2
23.7,81,0.1,8,1,23.1,2,1
23.7,81,0.1,8,-2,23.1,1,2
23.7,80,0.1,11.4,0,23.1,2,1
23.7,80,0.1,11.4,-1,23.1,2,1
23.7,80,0.1,11.4,-1,23.1,1,2
23.7,80,0.1,11.4,0,23.1,3,2
23.7,80,0.1,11.4,1,23.1,2,1
23.7,80,0.1,11.4,0,23.1,3,1
23.7,80,0.1,11.4,0,23.1,2,2
23.7,80,0.1,11.4,0,23.1,6,2
23.7,80,0.1,11.4,-1,23.1,2,2
23.7,80,0.1,11.4,0,23.1,4,2
23.7,80,0.1,11.4,-1,23.1,3,1
23.7,80,0.1,11.4,2,23.1,4,1
23.7,80,0.1,11.4,0,23.1,1,1
23.7,80,0.1,11.4,-1,23.1,4,2
23.7,80,0.1,11.4,0,23.1,1,2
23.7,80,0.1,11.4,-1,23.1,1,1
23.7,80,0.1,11.4,-2,23.1,1,1
23.7,24,0.1,11.2,0,23.1,1,2
23.7,24,0.1,11.2,0,23.1,2,2
23.7,24,0.1,11.2,-1,23.1,1,2
23.7,24,0.1,11.2,0,23.1,1,1
23.7,24,0.1,11.2,-1,23.1,1,1
23.7,24,0.1,11.2,-1,23.1,3,2
23.7,24,0.1,11.2,-2,23.1,1,2
23.7,28,0.1,12.2,-2,23.1,1,2
23.7,28,0.1,12.2,-1,23.1,1,2
23.7,28,0.1,12.2,0,23.1,1,2
23.7,28,0.1,12.2,-1,23.1,1,1
23.7,28,0.1,12.2,0,23.1,1,1
23.7,28,0.1,12.2,0,23.1,3,2
23.7,28,0.1,12.2,-1,23.1,2,2
23.7,52,0.1,7,0,23.1,2,2
23.7,52,0.1,7,0,23.1,1,2
23.7,52,0.1,7,-1,23.1,1,2
23.7,52,0.1,7,-1,23.1,1,1
23.7,52,0.1,7,-2,23.1,2,2
23.7,52,0.1,7,-1,23.1,4,2
23.7,52,0.1,7,-1,23.1,2,2
23.7,52,0.1,7,-2,23.1,1,1
24,52,0.1,23.2,-1,23.1,1,1
24,52,0.1,23.2,0,23.1,2,2
24,52,0.1,23.2,-1,23.1,2,2
24,52,0.1,23.2,-1,23.1,3,1
24,52,0.1,23.2,-2,23.1,2,1
24,52,0.1,23.2,0,23.1,1,1
24,52,0.1,23.2,0,23.1,1,2
24,52,0.1,23.2,-1,23.1,2,1
24,52,0.1,23.2,0,23.1,2,1
24,52,0.1,23.2,-1,23.1,1,2
19,52,0.1,15.5,0,23.1,1,1
19,52,0.1,15.5,-1,23.1,1,1
19,52,0.1,15.5,-1,23.1,1,2
19,52,0.1,15.5,-2,23.1,1,1
19,52,0.1,15.5,0,23.1,1,2
19,52,0.1,15.5,-1,23.1,3,2
19,52,0.1,15.5,1,23.1,1,1
19,52,0.1,15.5,-2,23.1,1,2
19,52,0.1,15.5,-1,23.1,2,1
19,52,0.1,15.5,0,23.1,2,2
19,52,0.1,15.5,-1,23.1,2,2
22.65,58,0.17,25,-1,22.6,1,2
22.65,58,0.17,25,0,22.6,2,2
22.65,58,0.17,25,-1,22.6,2,2
22.65,58,0.17,25,-1,22.6,1,1
22.65,58,0.17,25,0,22.6,1,2
22.65,58,0.17,25,-2,22.6,1,2
22.65,58,0.17,25,0,22.6,1,1
22.65,58,0.17,25,0,22.6,2,1
22.65,58,0.17,25,-1,22.6,2,1
22.65,58,0.17,25,-2,22.6,1,1
22.65,58,0.17,25,-2,22.6,2,2
20.4925,58,0,11.8,0,20.5,1,1
20.4925,58,0,11.8,0,20.5,1,2
20.4925,58,0,11.8,-1,20.5,1,2
20.4925,58,0,11.8,1,20.5,1,2
20.4925,58,0,11.8,-1,20.5,1,1
20.4925,58,0,11.8,-2,20.5,1,2
20.4925,58,0,11.8,-2,20.5,2,1
20.4925,58,0,11.8,0,20.5,2,2
20.4925,58,0,11.8,-1,20.5,2,2
20.4925,58,0,11.8,0,20.5,2,1
20.4925,58,0,11.8,2,20.5,2,2
20.4925,58,0,11.8,2,20.5,1,2
24.2,73.5,0.1,29,0,23.1,1,1
24.2,73.5,0.1,29,-1,23.1,1,2
24.2,73.5,0.1,29,0,23.1,1,2
24.2,73.5,0.1,29,-1,23.1,1,1
24.2,73.5,0.1,29,-2,23.1,1,2
29.036,54,0.109,28,0,23.1,1,2
29.036,54,0.109,28,0,23.1,1,1
29.036,54,0.109,28,-1,23.1,1,1
29.036,54,0.109,28,0,23.1,2,1
29.036,54,0.109,28,-1,23.1,1,2
29.036,54,0.109,28,1,23.1,1,1
29.036,54,0.109,28,1,23.1,1,2
25.79,76,0.1,22,1,23.1,1,2
25.79,76,0.1,22,0,23.1,1,2
25.79,76,0.1,22,0,23.1,1,1
25.79,76,0.1,22,-1,23.1,1,1
25.79,76,0.1,22,-1,23.1,1,2
25.79,76,0.1,22,2,23.1,1,1
23.7,43,0.1,28,0,23.1,3,1
23.7,43,0.1,28,0,23.1,1,2
23.7,43,0.1,28,-1,23.1,1,1
23.7,43,0.1,28,-1,23.1,1,2
23.7,43,0.1,28,0,23.1,1,1
23.7,43,0.1,28,-1,23.1,3,2
25.5,90,0.1,19,-1,23.1,1,1
25.5,90,0.1,19,-2,23.1,1,1
25.5,90,0.1,19,-1,23.1,1,2
25.5,90,0.1,19,-2,23.1,1,2
25.5,90,0.1,19,0,23.1,1,1
25.5,90,0.1,19,-1,23.1,2,1
25.5,90,0.1,19,-1,23.1,2,2
25.5,90,0.1,19,0,23.1,1,2
25.5,82,0.1,20,0,23.1,1,1
25.5,82,0.1,20,0,23.1,1,2
25.5,82,0.1,20,-1,23.1,1,2
25.5,82,0.1,20,-1,23.1,1,1
25.5,82,0.1,20,-1,23.1,2,2
25.5,82,0.1,20,2,23.1,1,1
25.5,82,0.1,20,-2,23.1,1,2
25.5,82,0.1,20,0,23.1,2,1
23.7,59,0.1,31.1,-1,23.1,2,2
23.7,59,0.1,31.1,-1,23.1,3,1
23.7,59,0.1,31.1,0,23.1,2,1
23.7,59,0.1,31.1,0,23.1,1,1
23.7,59,0.1,31.1,-1,23.1,2,1
23.7,61,0.1,30.7,0,23.1,4,1
23.7,61,0.1,30.7,0,23.1,1,2
23.7,61,0.1,30.7,-1,23.1,1,2
23.7,61,0.1,30.7,0,23.1,2,2
23.7,61,0.1,30.7,-1,23.1,2,2
23.7,61,0.1,30.7,0,23.1,4,2
23.7,61,0.1,30.7,2,23.1,2,2
23.7,20.2,0.1,35.1,0,23.1,2,2
23.7,20.2,0.1,35.1,0,23.1,1,2
23.7,20.2,0.1,35.1,0,23.1,4,2
23.7,20.2,0.1,35.1,1,23.1,3,1
23.7,20.2,0.1,35.1,0,23.1,3,1
23.7,85.2,0.1,27.1,0,23.1,2,2
23.7,85.2,0.1,27.1,0,23.1,1,2
23.7,85.2,0.1,27.1,-1,23.1,1,2
23.7,85.2,0.1,27.1,-1,23.1,2,2
23.7,85.2,0.1,27.1,-1,23.1,1,1
23.7,39.4,0.1,32.1,-1,23.1,3,2
23.7,39.4,0.1,32.1,0,23.1,3,2
23.7,39.4,0.1,32.1,0,23.1,2,2
23.7,39.4,0.1,32.1,-1,23.1,2,2
23.7,39.4,0.1,32.1,0,23.1,2,1
23.7,39.4,0.1,32.1,-1,23.1,2,1
23.7,39.4,0.1,32.1,0,23.1,4,2
23.7,39.4,0.1,32.1,0,23.1,3,1
23.7,39.4,0.1,32.1,-1,23.1,1,2
27.2,11.5,0.43,35.7,1,27.8,2,2
27.2,11.5,0.43,35.7,-1,27.8,2,2
27.2,11.5,0.43,35.7,0,27.8,3,2
27.2,11.5,0.43,35.7,-1,27.8,4,1
27.2,11.5,0.43,35.7,0,27.8,3,1
27.2,11.5,0.43,35.7,0,27.8,2,2
27.2,11.5,0.43,35.7,0,27.8,2,1
27.2,11.5,0.43,35.7,-1,27.8,3,2
33.93333333,27.4,0.69,35.8,-1,33.7,2,2
33.93333333,27.4,0.69,35.8,0,33.7,2,2
33.93333333,27.4,0.69,35.8,-1,33.7,2,1
33.93333333,27.4,0.69,35.8,0,33.7,2,1
33.93333333,27.4,0.69,35.8,0,33.7,3,1
33.93333333,27.4,0.69,35.8,1,33.7,2,2
33.93333333,27.4,0.69,35.8,2,33.7,2,1
33.93333333,27.4,0.69,35.8,-1,33.7,3,2
33.93333333,27.4,0.69,35.8,2,33.7,2,2
33.93333333,27.4,0.69,35.8,0,33.7,3,2
33.93333333,27.4,0.69,35.8,1,33.7,3,1
