,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Thermal sensation,Thermal preference,Thermal comfort,activity_10,activity_20,activity_30,activity_60,Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
40,Italy,-1,26,21.01,0.84,1.2,23.2,27.1,0.74,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,21.8,71.2,22.5,72.4,22.5,72.6,22.4,72.3,21.2,70.1,145.67,0.74,145.67,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
41,Italy,-2,75,18.99,0.77,1,23.2,27.1,0.74,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1,1,1,73.7,23.2,73.7,21.8,71.2,22.5,72.4,22.5,72.6,22.4,72.3,21.2,70.1,145.67,0.74,145.67,0.07,13.79,0.1,19.7,1,0,0,0,1,5,41,Database 2
42,Italy,-0.5,10,23.23,0.62,1.2,23.4,24.6,0.02,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,4,1.2,1.2,1.2,1.2,74,23.4,74,22,71.6,22.5,72.6,22.9,73.2,22.5,72.5,21.2,70.2,3.94,0.02,3.94,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
43,Italy,-0.2,6,22.91,0.92,1.6,23.2,24.7,1.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,6,1.2,1.2,1.2,1.9,73.8,23.2,73.8,21.9,71.4,22.4,72.3,22.7,72.9,22.3,72.2,21,69.9,204.72,1.04,204.72,0.09,17.73,0.1,19.7,1,0,0,1,1,5,41,Database 2
44,Italy,-1.4,47,19.39,0.75,1.2,23.2,24.7,1.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.8,23.2,73.8,21.9,71.4,22.4,72.3,22.7,72.9,22.3,72.2,21,69.9,204.72,1.04,204.72,0.09,17.73,0.1,19.7,0,0,0,1,1,5,41,Database 2
45,Italy,-1,27,20.9,0.83,1.2,23,27.6,0.62,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.4,23,73.4,22,71.7,22.2,72,22.3,72.1,22,71.7,20.9,69.7,122.05,0.62,122.05,0.07,13.79,0.1,19.7,0,1,0,0,1,5,41,Database 2
46,Italy,-0.8,19,21.7,0.92,1.2,23,27.6,0.62,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,6,1.2,1.2,1.2,1.2,73.4,23,73.4,22,71.7,22.2,72,22.3,72.1,22,71.7,20.9,69.7,122.05,0.62,122.05,0.07,13.79,0.1,19.7,0,1,0,0,1,5,41,Database 2
47,Italy,-2.2,85,16.8,0.65,1.2,23.3,28.1,2.1,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.9,23.3,73.9,22.3,72.1,22.4,72.4,22.6,72.6,22.3,72.2,21.1,70.1,413.39,2.1,413.39,0.09,17.73,0.1,19.7,0,0,0,0,1,5,41,Database 2
48,Italy,-3,99,15.15,0.64,1,23.3,28.1,2.1,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,5,1,1,1,1,73.9,23.3,73.9,22.3,72.1,22.4,72.4,22.6,72.6,22.3,72.2,21.1,70.1,413.39,2.1,413.39,0.09,17.73,0.1,19.7,0,0,0,0,1,5,41,Database 2
49,Italy,,,,0.92,,24.2,27.6,0.7,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,6,,,,,75.5,24.2,75.5,23.3,74,23.5,74.2,23.8,74.8,23.5,74.3,22.3,72.1,137.8,0.7,137.8,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
50,Italy,-0.8,18,21.73,0.77,1.2,24.2,27.6,0.7,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,75.5,24.2,75.5,23.3,74,23.5,74.2,23.8,74.8,23.5,74.3,22.3,72.1,137.8,0.7,137.8,0.07,13.79,0.1,19.7,1,1,0,0,1,5,41,Database 2
51,Italy,-1.1,30,20.24,0.65,1.2,25.9,28.2,1.64,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,no change,5,1.2,1.2,1.2,1.2,78.5,25.9,78.5,25.2,77.4,24.7,76.5,25.3,77.6,25.1,77.2,23.4,74.1,322.83,1.64,322.83,0.07,13.79,0.1,19.7,1,0,0,1,1,5,41,Database 2
52,Italy,0.3,7,26.95,0.89,1.7,21.8,21.7,0.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.9,1.9,71.2,21.8,71.2,21,69.8,21.6,71,21.1,69.9,21.1,70,20.3,68.5,7.87,0.04,7.87,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
53,Italy,-0.9,23,21.57,1.03,1.2,21.9,22,0.68,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1.2,1.2,1.2,71.4,21.9,71.4,21.1,70,21.7,71.1,21.2,70.2,21.3,70.3,20.4,68.7,133.86,0.68,133.86,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
54,Italy,-1.5,50,20.85,0.57,1,22.7,22.4,0.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,5,1,1,1,1,72.8,22.7,72.8,21.8,71.3,22.2,72,22.1,71.7,22,71.6,21,69.8,7.87,0.04,7.87,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
55,Italy,-1.3,38,20.26,0.77,1.2,22.5,22.8,0.64,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.2,1.2,1.2,1.2,72.6,22.5,72.6,21.5,70.7,21.6,70.8,22,71.7,22,71.6,20.8,69.4,125.98,0.64,125.98,0.07,13.79,0.1,19.7,0,0,0,0,0,5,41,Database 2
56,Italy,0.4,9,26.13,0.51,1.2,26.1,22,0.02,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,78.9,26.1,78.9,28.6,83.5,24.6,76.3,28,82.5,29.2,84.6,23.5,74.2,3.94,0.02,3.94,0.07,13.79,0.1,19.7,0,0,0,0,1,5,41,Database 2
57,Italy,-1.2,38,19.92,0.82,1.2,23.1,24.7,1.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.7,23.1,73.7,22.2,72,22.4,72.3,22.4,72.4,22.2,72,21.1,69.9,204.72,1.04,204.72,0.07,13.79,0.1,19.7,0,1,0,0,1,5,41,Database 2
58,Italy,-1.6,59,18.71,0.7,1.2,23.1,24.7,1.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.7,23.1,73.7,22.2,72,22.4,72.3,22.4,72.4,22.2,72,21.1,69.9,204.72,1.04,204.72,0.07,13.79,0.1,19.7,0,0,0,0,1,5,41,Database 2
59,Italy,-0.8,20,20.9,0.83,1.3,23.1,24.7,1.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,6,2,1.2,1.2,1.2,73.7,23.1,73.7,22.2,72,22.4,72.3,22.4,72.4,22.2,72,21.1,69.9,204.72,1.04,204.72,0.07,13.79,0.1,19.7,0,1,0,0,1,5,41,Database 2
60,Italy,-1.2,34,20.98,0.25,1.2,24.2,28.9,0.04,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,6,1.2,1.2,1.2,1.2,75.6,24.2,75.6,23.3,73.9,23.2,73.7,23.7,74.7,23.5,74.4,22,71.6,7.87,0.04,7.87,0.07,13.79,0.1,19.7,0,1,0,1,1,5,41,Database 2
61,Italy,-1,24,20.63,0.86,1.2,24.3,28.9,1.6,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,6,1.2,1.2,1.2,1.2,75.7,24.3,75.7,23.2,73.8,23.2,73.7,23.7,74.6,23.3,73.9,21.9,71.5,314.96,1.6,314.96,0.07,13.79,0.1,19.7,0,1,0,1,1,5,41,Database 2
62,Italy,-1.7,63,18.36,0.64,1.2,24.3,28.9,1.6,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,75.7,24.3,75.7,23.2,73.8,23.2,73.7,23.7,74.6,23.3,73.9,21.9,71.5,314.96,1.6,314.96,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
63,Italy,-2.8,98,16.44,0.33,1.2,23.1,29.9,0.52,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,6,1.2,1.2,1.2,1.2,73.7,23.1,73.7,22.3,72.1,22.5,72.5,22.4,72.4,22.3,72.1,21.2,70.1,102.36,0.52,102.36,0.09,17.73,0.1,19.7,0,0,0,0,1,5,41,Database 2
64,Italy,-1.1,32,20.65,0.74,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,1,0,1,1,5,41,Database 2
65,Italy,-1,27,21.02,0.78,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,1,0,1,0,5,41,Database 2
66,Italy,-0.8,19,21.73,0.86,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,6,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,1,0,1,1,5,41,Database 2
67,Italy,-1,28,20.93,0.77,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
68,Italy,-0.7,14,22.33,0.93,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
69,Italy,-1.3,39,20.18,0.69,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,no change,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
70,Italy,-0.4,8,22.7,0.82,1.4,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,no change,5,1.2,1.9,1.9,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,1,1,0,1,1,5,41,Database 2
71,Italy,,,,0.85,,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,6,1.6,,1.2,2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,1,0,1,1,5,41,Database 2
72,Italy,-0.4,8,23.18,0.99,1.3,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.6,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
73,Italy,0.4,9,25.96,0.93,1.9,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,no change,5,1.6,2,1.6,2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
74,Italy,-0.7,16,22.08,0.9,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
75,Italy,-1.2,36,20.14,0.64,1.3,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,4,1.6,2,1,1,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
76,Italy,-1.3,39,20.18,0.69,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
77,Italy,,,,0.96,,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,1,0,1,1,5,41,Database 2
78,Italy,-1.1,32,20.65,0.74,1.2,23.2,29.6,0.56,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Winter,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,5,1.2,1.2,1.2,1.2,73.7,23.2,73.7,22.4,72.2,22.5,72.6,22.5,72.5,22.3,72.2,21.2,70.2,110.24,0.56,110.24,0.07,13.79,0.1,19.7,0,0,0,1,1,5,41,Database 2
79,Italy,,,,0.38,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Summer,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,25,77,Database 2
80,Italy,,,,0.32,,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Summer,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,6,1.6,1.2,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,25,77,Database 2
