,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
340,Thailand,-0.11,5.27,25.56,0.99,1.1,22.2,36,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,warmer,72,22.2,72,22.7,72.8,23.2,73.7,25.59,0.13,25.59,Database 1
341,Thailand,-1.32,41.21,21.47,0.55,1.1,21.6,36.4,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-2,warmer,70.9,21.6,70.9,22,71.7,22.5,72.5,31.5,0.16,31.5,Database 1
342,Thailand,-1.42,46.43,20.91,0.41,1.1,21.9,36.8,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,-2,no change,71.4,21.9,71.4,22.3,72.1,22.7,72.8,21.65,0.11,21.65,Database 1
343,Thailand,-0.84,19.88,22.7,0.56,1.1,22.2,36.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23,-1,no change,72,22.2,72,22.8,73,23.4,74.1,21.65,0.11,21.65,Database 1
344,Thailand,-0.92,22.9,22.06,0.56,1.1,21.6,68.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37,0,no change,70.9,21.6,70.9,21.9,71.4,22.1,71.9,21.65,0.11,21.65,Database 1
345,Thailand,-2.04,78.74,19.42,0.29,1.1,21,67.8,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,19,-1,no change,69.8,21,69.8,21.5,70.7,22,71.6,25.59,0.13,25.59,Database 1
346,Thailand,-1.69,61.02,20.25,0.46,1.1,20.8,67.6,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,0,no change,69.4,20.8,69.4,21.2,70.2,21.7,71,31.5,0.16,31.5,Database 1
347,Thailand,-1.11,31.05,21.79,0.65,1.1,20.6,67.2,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,no change,69.1,20.6,69.1,21.1,70,21.6,70.9,29.53,0.15,29.53,Database 1
348,Thailand,-1.98,75.74,19.24,0.34,1.1,20.6,68,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,0,no change,69.1,20.6,69.1,21,69.8,21.4,70.4,21.65,0.11,21.65,Database 1
349,Thailand,-1.37,43.8,20.96,0.58,1.1,20.8,68.4,0.17,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,no change,69.4,20.8,69.4,21.1,69.9,21.4,70.4,33.46,0.17,33.46,Database 1
350,Thailand,-1.11,30.97,21.73,0.6,1.1,20.9,68,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,-2,no change,69.6,20.9,69.6,21.3,70.3,21.7,71,25.59,0.13,25.59,Database 1
351,Thailand,-1.48,49.91,20.68,0.55,1.1,20.9,67.7,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,-2,warmer,69.6,20.9,69.6,21.3,70.3,21.7,71,37.4,0.19,37.4,Database 1
352,Thailand,-1.46,48.53,20.54,0.43,1.1,21.1,67.6,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,0,no change,70,21.1,70,21.5,70.7,21.9,71.3,21.65,0.11,21.65,Database 1
353,Thailand,-1.11,31.06,21.68,0.51,1.1,21.5,66.8,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,46,-1,no change,70.7,21.5,70.7,21.9,71.4,22.3,72.1,23.62,0.12,23.62,Database 1
354,Thailand,-0.96,24.5,21.94,0.56,1.1,21.5,67.1,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-2,warmer,70.7,21.5,70.7,21.8,71.2,22,71.7,21.65,0.11,21.65,Database 1
355,Thailand,-0.43,8.91,23.97,0.8,1.1,21.6,66.9,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-2,no change,70.9,21.6,70.9,21.9,71.4,22.1,71.9,23.62,0.12,23.62,Database 1
356,Thailand,-1.1,30.62,21.53,0.46,1.1,21.8,66.2,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,0,warmer,71.2,21.8,71.2,22.2,71.9,22.6,72.6,19.69,0.1,19.69,Database 1
357,Thailand,-1.08,29.64,21.91,0.56,1.1,21.8,66.4,0.17,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,0,no change,71.2,21.8,71.2,22.2,71.9,22.6,72.6,33.46,0.17,33.46,Database 1
358,Thailand,-0.41,8.48,24.07,0.81,1.1,21.6,67.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,no change,70.9,21.6,70.9,21.9,71.4,22.1,71.9,23.62,0.12,23.62,Database 1
359,Thailand,-1.01,26.47,21.94,0.46,1.1,22.4,69.8,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,-1,no change,72.3,22.4,72.3,22.6,72.6,22.7,72.9,23.62,0.12,23.62,Database 1
360,Thailand,-0.07,5.1,25.17,0.75,1.1,22.8,69.4,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-1,no change,73,22.8,73,23.2,73.7,23.6,74.4,19.69,0.1,19.69,Database 1
361,Thailand,-0.49,10.1,23.68,0.55,1.1,23.1,69.3,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,0,no change,73.6,23.1,73.6,23.4,74.2,23.8,74.8,23.62,0.12,23.62,Database 1
362,Thailand,-0.52,10.58,23.28,0.5,1.1,23.1,69.4,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,-1,no change,73.6,23.1,73.6,23.4,74.2,23.7,74.7,19.69,0.1,19.69,Database 1
363,Thailand,-0.77,17.46,22.54,0.43,1.1,23.1,69.7,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,1,cooler,73.6,23.1,73.6,23.4,74.1,23.6,74.6,21.65,0.11,21.65,Database 1
364,Thailand,-0.24,6.2,24.66,0.67,1.1,23.1,69.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,1,no change,73.6,23.1,73.6,23.4,74.1,23.6,74.6,23.62,0.12,23.62,Database 1
365,Thailand,-0.67,14.45,23.2,0.55,1.1,23,68.5,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,0,no change,73.4,23,73.4,23.2,73.8,23.4,74.2,29.53,0.15,29.53,Database 1
366,Thailand,-0.83,19.37,22.47,0.63,1.1,22.6,68,0.25,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-2,cooler,72.7,22.6,72.7,22.8,73.1,23.1,73.5,49.21,0.25,49.21,Database 1
367,Thailand,-0.25,6.25,24.74,0.79,1.1,22.2,68.8,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,-2,warmer,72,22.2,72,22.6,72.6,23,73.3,23.62,0.12,23.62,Database 1
368,Thailand,-0.86,20.61,22.65,0.56,1.1,22,69.2,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,20,-2,warmer,71.6,22,71.6,22.5,72.5,23,73.4,27.56,0.14,27.56,Database 1
369,Thailand,-0.64,13.63,22.98,0.56,1.1,22.5,69.1,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-1,no change,72.5,22.5,72.5,22.8,73,23,73.5,21.65,0.11,21.65,Database 1
370,Thailand,-0.43,8.9,24.08,0.7,1.1,22.5,71.1,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23,0,no change,72.5,22.5,72.5,22.8,73,23,73.5,29.53,0.15,29.53,Database 1
371,Thailand,-1.04,27.73,21.88,0.57,1.1,22.3,71.9,0.23,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,-1,no change,72.1,22.3,72.1,22.6,72.6,22.9,73.2,45.28,0.23,45.28,Database 1
372,Thailand,-0.61,12.74,23.07,0.56,1.1,22.6,71.7,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,1,cooler,72.7,22.6,72.7,22.8,73.1,23,73.5,21.65,0.11,21.65,Database 1
373,Thailand,-0.31,7.03,24.48,0.67,1.1,23,72.2,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,no change,73.4,23,73.4,23.2,73.7,23.3,74,25.59,0.13,25.59,Database 1
374,Thailand,-0.69,14.97,22.94,0.45,1.1,23.2,72.8,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,52,0,no change,73.8,23.2,73.8,23.5,74.2,23.7,74.7,23.62,0.12,23.62,Database 1
375,Thailand,-0.22,6.05,24.4,0.56,1.1,23.5,71.9,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,1,cooler,74.3,23.5,74.3,23.9,75,24.3,75.7,19.69,0.1,19.69,Database 1
376,Thailand,-0.23,6.11,24.38,0.58,1.1,23.4,70.9,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-2,no change,74.1,23.4,74.1,23.7,74.7,24,75.3,19.69,0.1,19.69,Database 1
377,Thailand,-0.54,11.04,23.6,0.6,1.1,23.1,70.6,0.17,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36,0,no change,73.6,23.1,73.6,23.4,74.1,23.7,74.6,33.46,0.17,33.46,Database 1
378,Thailand,-0.45,9.3,23.51,0.55,1.1,23,70.4,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,0,cooler,73.4,23,73.4,23.3,73.9,23.5,74.4,19.69,0.1,19.69,Database 1
379,Thailand,-0.21,5.95,24.8,0.65,1.1,23.1,70,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,no change,73.6,23.1,73.6,23.6,74.5,24.1,75.3,23.62,0.12,23.62,Database 1
380,Thailand,-0.1,5.21,24.96,0.63,1.1,23.3,69.5,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,0,no change,73.9,23.3,73.9,23.8,74.9,24.4,75.9,19.69,0.1,19.69,Database 1
381,Thailand,0.08,5.13,25.46,0.47,1.1,25.4,59.6,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,1,cooler,77.7,25.4,77.7,25.7,78.3,26,78.9,21.65,0.11,21.65,Database 1
382,Thailand,0.2,5.82,26.2,0.65,1.1,25.2,60.1,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,0,cooler,77.4,25.2,77.4,25.4,77.8,25.6,78.2,31.5,0.16,31.5,Database 1
383,Thailand,0.05,5.04,25.69,0.56,1.1,24.9,60.7,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,2,cooler,76.8,24.9,76.8,25.2,77.4,25.6,78,25.59,0.13,25.59,Database 1
384,Thailand,-0.39,8.13,24.12,0.56,1.1,23.3,62.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,45,0,cooler,73.9,23.3,73.9,23.8,74.8,24.3,75.7,23.62,0.12,23.62,Database 1
385,Thailand,-0.34,7.36,24.28,0.56,1.1,23.5,62.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37,0,no change,74.3,23.5,74.3,23.9,75.1,24.4,75.9,23.62,0.12,23.62,Database 1
386,Thailand,-0.13,5.33,25.05,0.65,1.1,23.8,62.1,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,no change,74.8,23.8,74.8,24,75.2,24.2,75.6,23.62,0.12,23.62,Database 1
387,Thailand,-0.35,7.5,24.22,0.55,1.1,23.7,61.9,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,warmer,74.7,23.7,74.7,24,75.2,24.4,75.8,23.62,0.12,23.62,Database 1
388,Thailand,-0.1,5.2,25.08,0.65,1.1,23.6,61.9,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,42,0,cooler,74.5,23.6,74.5,24,75.3,24.5,76,21.65,0.11,21.65,Database 1
389,Thailand,-0.28,6.67,24.17,0.56,1.1,23.6,61.8,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,0,no change,74.5,23.6,74.5,23.9,75,24.1,75.4,19.69,0.1,19.69,Database 1
390,Thailand,-0.2,5.86,24.96,0.63,1.1,23.7,61.9,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,0,no change,74.7,23.7,74.7,24.1,75.3,24.5,76,27.56,0.14,27.56,Database 1
391,Thailand,-0.12,5.29,25.13,0.7,1.1,23.5,62.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34,-1,cooler,74.3,23.5,74.3,23.7,74.7,23.9,75.1,23.62,0.12,23.62,Database 1
392,Thailand,-0.7,15.42,22.63,0.27,1.1,24.5,61.7,0.09,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,cooler,76.1,24.5,76.1,24.7,76.5,24.9,76.9,17.72,0.09,17.72,Database 1
393,Thailand,0.18,5.71,25.95,0.56,1.1,25.2,60.2,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37,0,no change,77.4,25.2,77.4,25.5,77.8,25.7,78.3,21.65,0.11,21.65,Database 1
394,Thailand,0.09,5.15,25.72,0.57,1.1,25,60.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,cooler,77,25,77,25.2,77.4,25.4,77.8,23.62,0.12,23.62,Database 1
395,Thailand,0.39,8.24,26.55,0.56,1.1,25.8,59.3,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36,1,cooler,78.4,25.8,78.4,26.1,78.9,26.3,79.4,19.69,0.1,19.69,Database 1
396,Thailand,0.42,8.62,26.63,0.56,1.1,25.9,58.9,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,2,cooler,78.6,25.9,78.6,26.1,79,26.3,79.4,19.69,0.1,19.69,Database 1
397,Thailand,0.71,15.51,28.28,0.88,1.1,25.2,59.1,0.09,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,no change,77.4,25.2,77.4,25.5,77.8,25.7,78.3,17.72,0.09,17.72,Database 1
398,Thailand,-0.31,6.99,24.35,0.57,1.1,23.7,62.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,38,1,cooler,74.7,23.7,74.7,24,75.1,24.2,75.6,23.62,0.12,23.62,Database 1
399,Thailand,-0.08,5.13,25.06,0.56,1.1,24.2,61.9,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,1,cooler,75.6,24.2,75.6,24.6,76.3,25.1,77.1,21.65,0.11,21.65,Database 1
400,Thailand,0.07,5.11,25.68,0.56,1.1,24.9,60.3,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,1,cooler,76.8,24.9,76.8,25.2,77.4,25.6,78,23.62,0.12,23.62,Database 1
401,Thailand,0.2,5.86,26.62,0.82,1.1,24,60.7,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,1,cooler,75.2,24,75.2,24.3,75.8,24.7,76.4,27.56,0.14,27.56,Database 1
402,Thailand,0.04,5.03,25.46,0.58,1.1,24.6,60,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,2,cooler,76.3,24.6,76.3,24.9,76.9,25.2,77.4,21.65,0.11,21.65,Database 1
403,Thailand,0.53,10.86,27.19,0.65,1.1,25.7,57.8,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,49,1,cooler,78.3,25.7,78.3,26.1,78.9,26.5,79.6,19.69,0.1,19.69,Database 1
404,Thailand,0.26,6.43,26.57,0.65,1.1,25.2,58.7,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37,1,cooler,77.4,25.2,77.4,25.5,77.9,25.9,78.5,27.56,0.14,27.56,Database 1
405,Thailand,0.26,6.41,26.62,0.72,1.1,24.8,59.2,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-1,no change,76.6,24.8,76.6,25,77,25.2,77.4,25.59,0.13,25.59,Database 1
406,Thailand,-0.41,8.47,24.07,0.47,1.1,24.3,59.6,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,75.7,24.3,75.7,24.5,76.1,24.7,76.5,25.59,0.13,25.59,Database 1
